region_1,region_2,carrier_1,carrier_2,timestep_4,parameter,value,comment
East,EastSouth,heat,districtHeat,h0435,genUp,11.37947877,
East,EastSouth,heat,districtHeat,h0436,genUp,12.85256458,
East,EastSouth,heat,districtHeat,h0437,genUp,17.03431943,
East,EastSouth,heat,districtHeat,h0438,genUp,19.37434787,
East,EastSouth,heat,districtHeat,h0439,genUp,18.76500247,
East,EastSouth,heat,districtHeat,h0440,genUp,18.93432778,
East,EastSouth,heat,districtHeat,h0441,genUp,18.30115122,
East,EastSouth,heat,districtHeat,h0442,genUp,17.60273682,
East,EastSouth,heat,districtHeat,h0443,genUp,16.83802285,
East,EastSouth,heat,districtHeat,h0444,genUp,16.35677725,
East,EastSouth,heat,districtHeat,h0445,genUp,16.54315481,
East,EastSouth,heat,districtHeat,h0446,genUp,16.66869754,
East,EastSouth,heat,districtHeat,h0447,genUp,17.01949733,
East,EastSouth,heat,districtHeat,h0448,genUp,17.64358368,
East,EastSouth,heat,districtHeat,h0449,genUp,18.08600955,
East,EastSouth,heat,districtHeat,h0450,genUp,18.19293825,
East,EastSouth,heat,districtHeat,h0451,genUp,17.8929793,
East,EastSouth,heat,districtHeat,h0452,genUp,17.02645742,
East,EastSouth,heat,districtHeat,h0453,genUp,15.59121928,
East,EastSouth,heat,districtHeat,h0454,genUp,12.7231421,
East,EastSouth,heat,districtHeat,h0455,genUp,10.50930154,
East,EastSouth,heat,districtHeat,h0456,genUp,10.48388538,
East,EastSouth,heat,districtHeat,h0457,genUp,10.85457681,
East,EastSouth,heat,districtHeat,h0458,genUp,11.12008917,
East,EastSouth,heat,districtHeat,h0459,genUp,11.93248869,
East,EastSouth,heat,districtHeat,h0460,genUp,13.4191275,
East,EastSouth,heat,districtHeat,h0461,genUp,17.67052322,
East,EastSouth,heat,districtHeat,h0462,genUp,20.02847779,
East,EastSouth,heat,districtHeat,h0463,genUp,19.48908732,
East,EastSouth,heat,districtHeat,h0464,genUp,19.72911522,
East,EastSouth,heat,districtHeat,h0465,genUp,19.00837166,
East,EastSouth,heat,districtHeat,h0466,genUp,18.2396285,
East,EastSouth,heat,districtHeat,h0467,genUp,17.47016756,
East,EastSouth,heat,districtHeat,h0468,genUp,17.06840071,
East,EastSouth,heat,districtHeat,h0469,genUp,17.15771733,
East,EastSouth,heat,districtHeat,h0470,genUp,17.29678318,
East,EastSouth,heat,districtHeat,h0471,genUp,17.68240341,
East,EastSouth,heat,districtHeat,h0472,genUp,18.3464011,
East,EastSouth,heat,districtHeat,h0473,genUp,18.6258403,
East,EastSouth,heat,districtHeat,h0474,genUp,18.62727586,
East,EastSouth,heat,districtHeat,h0475,genUp,18.30058473,
East,EastSouth,heat,districtHeat,h0476,genUp,17.58789954,
East,EastSouth,heat,districtHeat,h0477,genUp,16.00725692,
East,EastSouth,heat,districtHeat,h0478,genUp,13.17874714,
East,EastSouth,heat,districtHeat,h0479,genUp,10.96084751,
East,EastSouth,heat,districtHeat,h0480,genUp,11.18373534,
East,EastSouth,heat,districtHeat,h0481,genUp,11.49253022,
East,EastSouth,heat,districtHeat,h0482,genUp,11.78037173,
East,EastSouth,heat,districtHeat,h0483,genUp,12.6100095,
East,EastSouth,heat,districtHeat,h0484,genUp,13.964423,
East,EastSouth,heat,districtHeat,h0485,genUp,18.12949944,
East,EastSouth,heat,districtHeat,h0486,genUp,20.56287368,
East,EastSouth,heat,districtHeat,h0487,genUp,19.93519843,
East,EastSouth,heat,districtHeat,h0488,genUp,20.43124475,
East,EastSouth,heat,districtHeat,h0489,genUp,19.66690461,
East,EastSouth,heat,districtHeat,h0490,genUp,18.90325236,
East,EastSouth,heat,districtHeat,h0491,genUp,18.16861185,
East,EastSouth,heat,districtHeat,h0492,genUp,17.74485979,
East,EastSouth,heat,districtHeat,h0493,genUp,17.71072725,
East,EastSouth,heat,districtHeat,h0494,genUp,17.89410747,
East,EastSouth,heat,districtHeat,h0495,genUp,18.25774248,
East,EastSouth,heat,districtHeat,h0496,genUp,18.87374057,
East,EastSouth,heat,districtHeat,h0497,genUp,19.13893887,
East,EastSouth,heat,districtHeat,h0498,genUp,19.09606007,
East,EastSouth,heat,districtHeat,h0499,genUp,18.76462197,
East,EastSouth,heat,districtHeat,h0500,genUp,17.95962282,
East,EastSouth,heat,districtHeat,h0501,genUp,16.31708364,
East,EastSouth,heat,districtHeat,h0502,genUp,13.71892183,
East,EastSouth,heat,districtHeat,h0503,genUp,11.56360665,
East,EastSouth,heat,districtHeat,h0504,genUp,11.32511064,
East,EastSouth,heat,districtHeat,h0505,genUp,11.5899351,
East,EastSouth,heat,districtHeat,h0506,genUp,11.87743267,
East,EastSouth,heat,districtHeat,h0507,genUp,12.7118174,
East,EastSouth,heat,districtHeat,h0508,genUp,14.04424569,
East,EastSouth,heat,districtHeat,h0509,genUp,18.18224601,
East,EastSouth,heat,districtHeat,h0510,genUp,20.65044068,
East,EastSouth,heat,districtHeat,h0511,genUp,19.96121282,
East,EastSouth,heat,districtHeat,h0512,genUp,20.5587231,
East,EastSouth,heat,districtHeat,h0513,genUp,19.75481556,
East,EastSouth,heat,districtHeat,h0514,genUp,18.97358112,
East,EastSouth,heat,districtHeat,h0515,genUp,18.2565228,
East,EastSouth,heat,districtHeat,h0516,genUp,17.81518855,
East,EastSouth,heat,districtHeat,h0517,genUp,17.80304122,
East,EastSouth,heat,districtHeat,h0518,genUp,17.98676538,
East,EastSouth,heat,districtHeat,h0519,genUp,18.32807124,
East,EastSouth,heat,districtHeat,h0520,genUp,18.94406933,
East,EastSouth,heat,districtHeat,h0521,genUp,19.20926763,
East,EastSouth,heat,districtHeat,h0522,genUp,19.16638883,
East,EastSouth,heat,districtHeat,h0523,genUp,18.79063637,
East,EastSouth,heat,districtHeat,h0524,genUp,17.96805502,
East,EastSouth,heat,districtHeat,h0525,genUp,16.32991886,
East,EastSouth,heat,districtHeat,h0526,genUp,13.7716684,
East,EastSouth,heat,districtHeat,h0527,genUp,11.63868238,
East,EastSouth,heat,districtHeat,h0528,genUp,11.14013876,
East,EastSouth,heat,districtHeat,h0529,genUp,11.41376926,
East,EastSouth,heat,districtHeat,h0530,genUp,11.73677515,
East,EastSouth,heat,districtHeat,h0531,genUp,12.51841331,
East,EastSouth,heat,districtHeat,h0532,genUp,13.890409,
East,EastSouth,heat,districtHeat,h0533,genUp,18.07747065,
East,EastSouth,heat,districtHeat,h0534,genUp,20.82732431,
East,EastSouth,heat,districtHeat,h0535,genUp,20.05458852,
East,EastSouth,heat,districtHeat,h0536,genUp,20.53745567,
East,EastSouth,heat,districtHeat,h0537,genUp,19.77311553,
East,EastSouth,heat,districtHeat,h0538,genUp,19.05780683,
East,EastSouth,heat,districtHeat,h0539,genUp,18.34074851,
East,EastSouth,heat,districtHeat,h0540,genUp,17.92139947,
East,EastSouth,heat,districtHeat,h0541,genUp,17.78177379,
East,EastSouth,heat,districtHeat,h0542,genUp,18.01349756,
East,EastSouth,heat,districtHeat,h0543,genUp,18.3639534,
East,EastSouth,heat,districtHeat,h0544,genUp,18.97554847,
East,EastSouth,heat,districtHeat,h0545,genUp,19.17482103,
East,EastSouth,heat,districtHeat,h0546,genUp,19.23743537,
East,EastSouth,heat,districtHeat,h0547,genUp,18.81368331,
East,EastSouth,heat,districtHeat,h0548,genUp,17.99110196,
East,EastSouth,heat,districtHeat,h0549,genUp,16.33063664,
East,EastSouth,heat,districtHeat,h0550,genUp,13.78081839,
East,EastSouth,heat,districtHeat,h0551,genUp,11.58593581,
East,EastSouth,heat,districtHeat,h0552,genUp,11.13717131,
East,EastSouth,heat,districtHeat,h0553,genUp,11.37123441,
East,EastSouth,heat,districtHeat,h0554,genUp,11.72940468,
East,EastSouth,heat,districtHeat,h0555,genUp,12.36563835,
East,EastSouth,heat,districtHeat,h0556,genUp,13.84312718,
East,EastSouth,heat,districtHeat,h0557,genUp,18.23536641,
East,EastSouth,heat,districtHeat,h0558,genUp,20.45300741,
East,EastSouth,heat,districtHeat,h0559,genUp,19.50004671,
East,EastSouth,heat,districtHeat,h0560,genUp,19.66274921,
East,EastSouth,heat,districtHeat,h0561,genUp,19.16688888,
East,EastSouth,heat,districtHeat,h0562,genUp,18.36807225,
East,EastSouth,heat,districtHeat,h0563,genUp,17.96274638,
East,EastSouth,heat,districtHeat,h0564,genUp,17.52615909,
East,EastSouth,heat,districtHeat,h0565,genUp,17.4216978,
East,EastSouth,heat,districtHeat,h0566,genUp,17.26695734,
East,EastSouth,heat,districtHeat,h0567,genUp,17.48959089,
East,EastSouth,heat,districtHeat,h0568,genUp,18.26382869,
East,EastSouth,heat,districtHeat,h0569,genUp,18.70010191,
East,EastSouth,heat,districtHeat,h0570,genUp,18.72314885,
East,EastSouth,heat,districtHeat,h0571,genUp,18.43971036,
East,EastSouth,heat,districtHeat,h0572,genUp,17.73580132,
East,EastSouth,heat,districtHeat,h0573,genUp,16.1855761,
East,EastSouth,heat,districtHeat,h0574,genUp,13.79471534,
East,EastSouth,heat,districtHeat,h0575,genUp,11.64449107,
East,EastSouth,heat,districtHeat,h0576,genUp,10.53734973,
East,EastSouth,heat,districtHeat,h0577,genUp,10.82013022,
East,EastSouth,heat,districtHeat,h0578,genUp,10.87465629,
East,EastSouth,heat,districtHeat,h0579,genUp,11.63430925,
East,EastSouth,heat,districtHeat,h0580,genUp,13.50335321,
East,EastSouth,heat,districtHeat,h0581,genUp,18.22912411,
East,EastSouth,heat,districtHeat,h0582,genUp,19.55447646,
East,EastSouth,heat,districtHeat,h0583,genUp,18.39970935,
East,EastSouth,heat,districtHeat,h0584,genUp,18.65731944,
East,EastSouth,heat,districtHeat,h0585,genUp,18.02448683,
East,EastSouth,heat,districtHeat,h0586,genUp,17.34365462,
East,EastSouth,heat,districtHeat,h0587,genUp,16.92583747,
East,EastSouth,heat,districtHeat,h0588,genUp,16.44933884,
East,EastSouth,heat,districtHeat,h0589,genUp,16.48590889,
East,EastSouth,heat,districtHeat,h0590,genUp,16.75245309,
East,EastSouth,heat,districtHeat,h0591,genUp,17.18641686,
East,EastSouth,heat,districtHeat,h0592,genUp,17.76250361,
East,EastSouth,heat,districtHeat,h0593,genUp,18.3760044,
East,EastSouth,heat,districtHeat,h0594,genUp,18.48293311,
East,EastSouth,heat,districtHeat,h0595,genUp,18.19140636,
East,EastSouth,heat,districtHeat,h0596,genUp,17.6017965,
East,EastSouth,heat,districtHeat,h0597,genUp,16.10431785,
East,EastSouth,heat,districtHeat,h0598,genUp,13.37286901,
East,EastSouth,heat,districtHeat,h0599,genUp,11.18573074,
East,EastSouth,heat,districtHeat,h0600,genUp,9.833814527,
East,EastSouth,heat,districtHeat,h0601,genUp,10.15175939,
East,EastSouth,heat,districtHeat,h0602,genUp,10.41252478,
East,EastSouth,heat,districtHeat,h0603,genUp,11.27767087,
East,EastSouth,heat,districtHeat,h0604,genUp,12.75550364,
East,EastSouth,heat,districtHeat,h0605,genUp,16.87536195,
East,EastSouth,heat,districtHeat,h0606,genUp,19.19306123,
East,EastSouth,heat,districtHeat,h0607,genUp,18.56173062,
East,EastSouth,heat,districtHeat,h0608,genUp,18.75304114,
East,EastSouth,heat,districtHeat,h0609,genUp,18.12020853,
East,EastSouth,heat,districtHeat,h0610,genUp,17.43903237,
East,EastSouth,heat,districtHeat,h0611,genUp,16.6567362,
East,EastSouth,heat,districtHeat,h0612,genUp,16.21540195,
East,EastSouth,heat,districtHeat,h0613,genUp,16.37945035,
East,EastSouth,heat,districtHeat,h0614,genUp,16.50499309,
East,EastSouth,heat,districtHeat,h0615,genUp,16.85579288,
East,EastSouth,heat,districtHeat,h0616,genUp,17.45789402,
East,EastSouth,heat,districtHeat,h0617,genUp,17.92230509,
East,EastSouth,heat,districtHeat,h0618,genUp,18.02923379,
East,EastSouth,heat,districtHeat,h0619,genUp,17.72961879,
East,EastSouth,heat,districtHeat,h0620,genUp,16.86309691,
East,EastSouth,heat,districtHeat,h0621,genUp,15.42751482,
East,EastSouth,heat,districtHeat,h0622,genUp,12.6213342,
East,EastSouth,heat,districtHeat,h0623,genUp,10.4298228,
East,EastSouth,heat,districtHeat,h0624,genUp,9.303133765,
East,EastSouth,heat,districtHeat,h0625,genUp,9.656243009,
East,EastSouth,heat,districtHeat,h0626,genUp,9.899426207,
East,EastSouth,heat,districtHeat,h0627,genUp,10.67225833,
East,EastSouth,heat,districtHeat,h0628,genUp,12.04388018,
East,EastSouth,heat,districtHeat,h0629,genUp,15.89382311,
East,EastSouth,heat,districtHeat,h0630,genUp,18.05187701,
East,EastSouth,heat,districtHeat,h0631,genUp,17.58828004,
East,EastSouth,heat,districtHeat,h0632,genUp,17.72684399,
East,EastSouth,heat,districtHeat,h0633,genUp,17.12074356,
East,EastSouth,heat,districtHeat,h0634,genUp,16.40914998,
East,EastSouth,heat,districtHeat,h0635,genUp,15.68434735,
East,EastSouth,heat,districtHeat,h0636,genUp,15.29575967,
East,EastSouth,heat,districtHeat,h0637,genUp,15.4466289,
East,EastSouth,heat,districtHeat,h0638,genUp,15.602933,
East,EastSouth,heat,districtHeat,h0639,genUp,15.96656801,
East,EastSouth,heat,districtHeat,h0640,genUp,16.59908656,
East,EastSouth,heat,districtHeat,h0641,genUp,16.86569053,
East,EastSouth,heat,districtHeat,h0642,genUp,16.88470829,
East,EastSouth,heat,districtHeat,h0643,genUp,16.58474934,
East,EastSouth,heat,districtHeat,h0644,genUp,15.96912508,
East,EastSouth,heat,districtHeat,h0645,genUp,14.50787254,
East,EastSouth,heat,districtHeat,h0646,genUp,11.85256115,
East,EastSouth,heat,districtHeat,h0647,genUp,9.824410259,
East,EastSouth,heat,districtHeat,h0648,genUp,8.905740044,
East,EastSouth,heat,districtHeat,h0649,genUp,9.236520132,
East,EastSouth,heat,districtHeat,h0650,genUp,9.479703331,
East,EastSouth,heat,districtHeat,h0651,genUp,10.21296805,
East,EastSouth,heat,districtHeat,h0652,genUp,11.5003642,
East,EastSouth,heat,districtHeat,h0653,genUp,15.18694662,
East,EastSouth,heat,districtHeat,h0654,genUp,17.26043086,
East,EastSouth,heat,districtHeat,h0655,genUp,16.80598388,
East,EastSouth,heat,districtHeat,h0656,genUp,16.96687698,
East,EastSouth,heat,districtHeat,h0657,genUp,16.36077655,
East,EastSouth,heat,districtHeat,h0658,genUp,15.68434735,
East,EastSouth,heat,districtHeat,h0659,genUp,14.97712691,
East,EastSouth,heat,districtHeat,h0660,genUp,14.65043579,
East,EastSouth,heat,districtHeat,h0661,genUp,14.77931981,
East,EastSouth,heat,districtHeat,h0662,genUp,14.95760911,
East,EastSouth,heat,districtHeat,h0663,genUp,15.32124413,
East,EastSouth,heat,districtHeat,h0664,genUp,15.90944831,
East,EastSouth,heat,districtHeat,h0665,genUp,16.17605228,
East,EastSouth,heat,districtHeat,h0666,genUp,16.17274088,
East,EastSouth,heat,districtHeat,h0667,genUp,15.89070807,
East,EastSouth,heat,districtHeat,h0668,genUp,15.31465121,
East,EastSouth,heat,districtHeat,h0669,genUp,13.92004219,
East,EastSouth,heat,districtHeat,h0670,genUp,11.34455349,
East,EastSouth,heat,districtHeat,h0671,genUp,9.404687382,
East,EastSouth,heat,districtHeat,h0672,genUp,9.099861911,
East,EastSouth,heat,districtHeat,h0673,genUp,9.470553345,
East,EastSouth,heat,districtHeat,h0674,genUp,9.696154354,
East,EastSouth,heat,districtHeat,h0675,genUp,10.46898647,
East,EastSouth,heat,districtHeat,h0676,genUp,11.80069698,
East,EastSouth,heat,districtHeat,h0677,genUp,15.6066695,
East,EastSouth,heat,districtHeat,h0678,genUp,17.70248289,
East,EastSouth,heat,districtHeat,h0679,genUp,17.24328894,
East,EastSouth,heat,districtHeat,h0680,genUp,17.40418205,
East,EastSouth,heat,districtHeat,h0681,genUp,16.75376725,
East,EastSouth,heat,districtHeat,h0682,genUp,16.08208502,
East,EastSouth,heat,districtHeat,h0683,genUp,15.3792676,
East,EastSouth,heat,districtHeat,h0684,genUp,14.99067992,
East,EastSouth,heat,districtHeat,h0685,genUp,15.15913134,
East,EastSouth,heat,districtHeat,h0686,genUp,15.31543543,
East,EastSouth,heat,districtHeat,h0687,genUp,15.67907045,
East,EastSouth,heat,districtHeat,h0688,genUp,16.311589,
East,EastSouth,heat,districtHeat,h0689,genUp,16.55586381,
East,EastSouth,heat,districtHeat,h0690,genUp,16.57488157,
East,EastSouth,heat,districtHeat,h0691,genUp,16.27526656,
East,EastSouth,heat,districtHeat,h0692,genUp,15.69920971,
East,EastSouth,heat,districtHeat,h0693,genUp,14.26028632,
East,EastSouth,heat,districtHeat,h0694,genUp,11.62730409,
East,EastSouth,heat,districtHeat,h0695,genUp,9.59880925,
East,EastSouth,heat,districtHeat,h0696,genUp,9.427988603,
East,EastSouth,heat,districtHeat,h0697,genUp,9.815918279,
East,EastSouth,heat,districtHeat,h0698,genUp,10.11659501,
East,EastSouth,heat,districtHeat,h0699,genUp,10.80151619,
East,EastSouth,heat,districtHeat,h0700,genUp,12.23028763,
East,EastSouth,heat,districtHeat,h0701,genUp,16.253085,
East,EastSouth,heat,districtHeat,h0702,genUp,18.78985881,
East,EastSouth,heat,districtHeat,h0703,genUp,18.21602174,
East,EastSouth,heat,districtHeat,h0704,genUp,18.26667474,
East,EastSouth,heat,districtHeat,h0705,genUp,17.58109556,
East,EastSouth,heat,districtHeat,h0706,genUp,16.95741294,
East,EastSouth,heat,districtHeat,h0707,genUp,16.21028115,
East,EastSouth,heat,districtHeat,h0708,genUp,15.75136471,
East,EastSouth,heat,districtHeat,h0709,genUp,15.85423434,
East,EastSouth,heat,districtHeat,h0710,genUp,16.02337365,
East,EastSouth,heat,districtHeat,h0711,genUp,16.39175564,
East,EastSouth,heat,districtHeat,h0712,genUp,17.0462594,
East,EastSouth,heat,districtHeat,h0713,genUp,17.30002815,
East,EastSouth,heat,districtHeat,h0714,genUp,17.34946331,
East,EastSouth,heat,districtHeat,h0715,genUp,17.04984831,
East,EastSouth,heat,districtHeat,h0716,genUp,16.42104488,
East,EastSouth,heat,districtHeat,h0717,genUp,14.91547798,
East,EastSouth,heat,districtHeat,h0718,genUp,12.22394048,
East,EastSouth,heat,districtHeat,h0719,genUp,10.0368321,
East,EastSouth,heat,districtHeat,h0720,genUp,9.778100503,
East,EastSouth,heat,districtHeat,h0721,genUp,9.99055223,
East,EastSouth,heat,districtHeat,h0722,genUp,10.44946867,
East,EastSouth,heat,districtHeat,h0723,genUp,11.10362848,
East,EastSouth,heat,districtHeat,h0724,genUp,12.59429648,
East,EastSouth,heat,districtHeat,h0725,genUp,17.04787244,
East,EastSouth,heat,districtHeat,h0726,genUp,19.29998993,
East,EastSouth,heat,districtHeat,h0727,genUp,18.34777689,
East,EastSouth,heat,districtHeat,h0728,genUp,18.40283291,
East,EastSouth,heat,districtHeat,h0729,genUp,17.73483592,
East,EastSouth,heat,districtHeat,h0730,genUp,16.94851057,
East,EastSouth,heat,districtHeat,h0731,genUp,16.57026082,
East,EastSouth,heat,districtHeat,h0732,genUp,16.00585124,
East,EastSouth,heat,districtHeat,h0733,genUp,15.95891337,
East,EastSouth,heat,districtHeat,h0734,genUp,15.80348501,
East,EastSouth,heat,districtHeat,h0735,genUp,16.18470222,
East,EastSouth,heat,districtHeat,h0736,genUp,17.00693962,
East,EastSouth,heat,districtHeat,h0737,genUp,17.56769385,
East,EastSouth,heat,districtHeat,h0738,genUp,17.69220474,
East,EastSouth,heat,districtHeat,h0739,genUp,17.40542495,
East,EastSouth,heat,districtHeat,h0740,genUp,16.74988935,
East,EastSouth,heat,districtHeat,h0741,genUp,15.36265081,
East,EastSouth,heat,districtHeat,h0742,genUp,12.68429248,
East,EastSouth,heat,districtHeat,h0743,genUp,10.47045193,
East,EastSouth,heat,districtHeat,h0744,genUp,10.41355662,
East,EastSouth,heat,districtHeat,h0745,genUp,10.69633711,
East,EastSouth,heat,districtHeat,h0746,genUp,10.733281,
East,EastSouth,heat,districtHeat,h0747,genUp,11.51051614,
East,EastSouth,heat,districtHeat,h0748,genUp,13.41472448,
East,EastSouth,heat,districtHeat,h0749,genUp,18.105331,
East,EastSouth,heat,districtHeat,h0750,genUp,19.41310116,
East,EastSouth,heat,districtHeat,h0751,genUp,18.25833405,
East,EastSouth,heat,districtHeat,h0752,genUp,18.51594414,
East,EastSouth,heat,districtHeat,h0753,genUp,17.90069372,
East,EastSouth,heat,districtHeat,h0754,genUp,17.20227932,
East,EastSouth,heat,districtHeat,h0755,genUp,16.78446217,
East,EastSouth,heat,districtHeat,h0756,genUp,16.30796354,
East,EastSouth,heat,districtHeat,h0757,genUp,16.34453359,
East,EastSouth,heat,districtHeat,h0758,genUp,16.60633082,
East,EastSouth,heat,districtHeat,h0759,genUp,17.08460896,
East,EastSouth,heat,districtHeat,h0760,genUp,17.62112831,
East,EastSouth,heat,districtHeat,h0761,genUp,18.25661431,
East,EastSouth,heat,districtHeat,h0762,genUp,18.35879605,
East,EastSouth,heat,districtHeat,h0763,genUp,18.07201627,
East,EastSouth,heat,districtHeat,h0764,genUp,17.4999886,
East,EastSouth,heat,districtHeat,h0765,genUp,16.00250995,
East,EastSouth,heat,districtHeat,h0766,genUp,13.2490759,
East,EastSouth,heat,districtHeat,h0767,genUp,11.08392284,
East,EastSouth,heat,districtHeat,h0768,genUp,10.36449529,
East,EastSouth,heat,districtHeat,h0769,genUp,10.68244015,
East,EastSouth,heat,districtHeat,h0770,genUp,10.94795251,
East,EastSouth,heat,districtHeat,h0771,genUp,11.8130986,
East,EastSouth,heat,districtHeat,h0772,genUp,13.31291658,
East,EastSouth,heat,districtHeat,h0773,genUp,17.52914792,
East,EastSouth,heat,districtHeat,h0774,genUp,19.90468469,
