region_1,region_2,carrier_1,carrier_2,timestep_4,parameter,value,comment
East,EastNorth,heat,districtHeat,h7299,genUp,2.157223446,
East,EastNorth,heat,districtHeat,h7300,genUp,2.69136979,
East,EastNorth,heat,districtHeat,h7301,genUp,3.747868977,
East,EastNorth,heat,districtHeat,h7302,genUp,4.021263961,
East,EastNorth,heat,districtHeat,h7303,genUp,3.72823323,
East,EastNorth,heat,districtHeat,h7304,genUp,3.71128173,
East,EastNorth,heat,districtHeat,h7305,genUp,3.498435199,
East,EastNorth,heat,districtHeat,h7306,genUp,3.273720771,
East,EastNorth,heat,districtHeat,h7307,genUp,3.172362806,
East,EastNorth,heat,districtHeat,h7308,genUp,3.064958927,
East,EastNorth,heat,districtHeat,h7309,genUp,3.088381032,
East,EastNorth,heat,districtHeat,h7310,genUp,3.173475391,
East,EastNorth,heat,districtHeat,h7311,genUp,3.280254559,
East,EastNorth,heat,districtHeat,h7312,genUp,3.506179879,
East,EastNorth,heat,districtHeat,h7313,genUp,3.679490232,
East,EastNorth,heat,districtHeat,h7314,genUp,3.76474608,
East,EastNorth,heat,districtHeat,h7315,genUp,3.787617871,
East,EastNorth,heat,districtHeat,h7316,genUp,3.712492622,
East,EastNorth,heat,districtHeat,h7317,genUp,3.31769119,
East,EastNorth,heat,districtHeat,h7318,genUp,2.714202309,
East,EastNorth,heat,districtHeat,h7319,genUp,2.114974964,
East,EastNorth,heat,districtHeat,h7320,genUp,2.150815282,
East,EastNorth,heat,districtHeat,h7321,genUp,2.300990642,
East,EastNorth,heat,districtHeat,h7322,genUp,2.32967246,
East,EastNorth,heat,districtHeat,h7323,genUp,2.614321844,
East,EastNorth,heat,districtHeat,h7324,genUp,3.175275131,
East,EastNorth,heat,districtHeat,h7325,genUp,4.095638134,
East,EastNorth,heat,districtHeat,h7326,genUp,4.712869788,
East,EastNorth,heat,districtHeat,h7327,genUp,4.597135047,
East,EastNorth,heat,districtHeat,h7328,genUp,4.618583229,
East,EastNorth,heat,districtHeat,h7329,genUp,4.29468478,
East,EastNorth,heat,districtHeat,h7330,genUp,4.045211731,
East,EastNorth,heat,districtHeat,h7331,genUp,3.790604592,
East,EastNorth,heat,districtHeat,h7332,genUp,3.727159176,
East,EastNorth,heat,districtHeat,h7333,genUp,3.755852949,
East,EastNorth,heat,districtHeat,h7334,genUp,3.793615964,
East,EastNorth,heat,districtHeat,h7335,genUp,3.946252381,
East,EastNorth,heat,districtHeat,h7336,genUp,4.160010736,
East,EastNorth,heat,districtHeat,h7337,genUp,4.30371549,
East,EastNorth,heat,districtHeat,h7338,genUp,4.446995553,
East,EastNorth,heat,districtHeat,h7339,genUp,4.44173584,
East,EastNorth,heat,districtHeat,h7340,genUp,4.282078503,
East,EastNorth,heat,districtHeat,h7341,genUp,3.863992543,
East,EastNorth,heat,districtHeat,h7342,genUp,3.038112713,
East,EastNorth,heat,districtHeat,h7343,genUp,2.41017964,
East,EastNorth,heat,districtHeat,h7344,genUp,2.522182654,
East,EastNorth,heat,districtHeat,h7345,genUp,2.6493606,
East,EastNorth,heat,districtHeat,h7346,genUp,2.695630586,
East,EastNorth,heat,districtHeat,h7347,genUp,2.989074053,
East,EastNorth,heat,districtHeat,h7348,genUp,3.511202966,
East,EastNorth,heat,districtHeat,h7349,genUp,4.599179962,
East,EastNorth,heat,districtHeat,h7350,genUp,5.255648726,
East,EastNorth,heat,districtHeat,h7351,genUp,5.138015199,
East,EastNorth,heat,districtHeat,h7352,genUp,5.182460795,
East,EastNorth,heat,districtHeat,h7353,genUp,4.856950672,
East,EastNorth,heat,districtHeat,h7354,genUp,4.611137617,
East,EastNorth,heat,districtHeat,h7355,genUp,4.368835022,
East,EastNorth,heat,districtHeat,h7356,genUp,4.261293564,
East,EastNorth,heat,districtHeat,h7357,genUp,4.326912925,
East,EastNorth,heat,districtHeat,h7358,genUp,4.378741691,
East,EastNorth,heat,districtHeat,h7359,genUp,4.5296169,
East,EastNorth,heat,districtHeat,h7360,genUp,4.724037836,
East,EastNorth,heat,districtHeat,h7361,genUp,4.858948506,
East,EastNorth,heat,districtHeat,h7362,genUp,4.914174065,
East,EastNorth,heat,districtHeat,h7363,genUp,4.891326185,
East,EastNorth,heat,districtHeat,h7364,genUp,4.712181894,
East,EastNorth,heat,districtHeat,h7365,genUp,4.269337312,
East,EastNorth,heat,districtHeat,h7366,genUp,3.386632205,
East,EastNorth,heat,districtHeat,h7367,genUp,2.737588549,
East,EastNorth,heat,districtHeat,h7368,genUp,2.232261602,
East,EastNorth,heat,districtHeat,h7369,genUp,2.359439548,
East,EastNorth,heat,districtHeat,h7370,genUp,2.39691545,
East,EastNorth,heat,districtHeat,h7371,genUp,2.674531958,
East,EastNorth,heat,districtHeat,h7372,genUp,3.203693747,
East,EastNorth,heat,districtHeat,h7373,genUp,4.185740959,
East,EastNorth,heat,districtHeat,h7374,genUp,4.801211405,
East,EastNorth,heat,districtHeat,h7375,genUp,4.685476664,
East,EastNorth,heat,districtHeat,h7376,genUp,4.751020888,
East,EastNorth,heat,districtHeat,h7377,genUp,4.393719268,
East,EastNorth,heat,districtHeat,h7378,genUp,4.139112129,
East,EastNorth,heat,districtHeat,h7379,genUp,3.921568156,
East,EastNorth,heat,districtHeat,h7380,genUp,3.828092449,
East,EastNorth,heat,districtHeat,h7381,genUp,3.877884851,
East,EastNorth,heat,districtHeat,h7382,genUp,3.936608914,
East,EastNorth,heat,districtHeat,h7383,genUp,4.080451247,
East,EastNorth,heat,districtHeat,h7384,genUp,4.259045223,
East,EastNorth,heat,districtHeat,h7385,genUp,4.409782853,
East,EastNorth,heat,districtHeat,h7386,genUp,4.489767034,
East,EastNorth,heat,districtHeat,h7387,genUp,4.482746113,
East,EastNorth,heat,districtHeat,h7388,genUp,4.328360444,
East,EastNorth,heat,districtHeat,h7389,genUp,3.910274484,
East,EastNorth,heat,districtHeat,h7390,genUp,3.070191324,
East,EastNorth,heat,districtHeat,h7391,genUp,2.463494456,
East,EastNorth,heat,districtHeat,h7392,genUp,1.657691166,
East,EastNorth,heat,districtHeat,h7393,genUp,1.751316407,
East,EastNorth,heat,districtHeat,h7394,genUp,1.772965349,
East,EastNorth,heat,districtHeat,h7395,genUp,2.009858697,
East,EastNorth,heat,districtHeat,h7396,genUp,2.447018874,
East,EastNorth,heat,districtHeat,h7397,genUp,3.209886529,
East,EastNorth,heat,districtHeat,h7398,genUp,3.743085183,
East,EastNorth,heat,districtHeat,h7399,genUp,3.642116043,
East,EastNorth,heat,districtHeat,h7400,genUp,3.677767555,
East,EastNorth,heat,districtHeat,h7401,genUp,3.375254847,
East,EastNorth,heat,districtHeat,h7402,genUp,3.14540633,
East,EastNorth,heat,districtHeat,h7403,genUp,2.957755068,
East,EastNorth,heat,districtHeat,h7404,genUp,2.871312237,
East,EastNorth,heat,districtHeat,h7405,genUp,2.928137514,
East,EastNorth,heat,districtHeat,h7406,genUp,2.953308872,
East,EastNorth,heat,districtHeat,h7407,genUp,3.070493797,
East,EastNorth,heat,districtHeat,h7408,genUp,3.222567944,
East,EastNorth,heat,districtHeat,h7409,genUp,3.328922419,
East,EastNorth,heat,districtHeat,h7410,genUp,3.424871138,
East,EastNorth,heat,districtHeat,h7411,genUp,3.474400337,
East,EastNorth,heat,districtHeat,h7412,genUp,3.337740414,
East,EastNorth,heat,districtHeat,h7413,genUp,3.04534635,
East,EastNorth,heat,districtHeat,h7414,genUp,2.371953402,
East,EastNorth,heat,districtHeat,h7415,genUp,1.853610107,
East,EastNorth,heat,districtHeat,h7416,genUp,1.127366306,
East,EastNorth,heat,districtHeat,h7417,genUp,1.184054004,
East,EastNorth,heat,districtHeat,h7418,genUp,1.2002937,
East,EastNorth,heat,districtHeat,h7419,genUp,1.373604052,
East,EastNorth,heat,districtHeat,h7420,genUp,1.734589578,
East,EastNorth,heat,districtHeat,h7421,genUp,2.33686416,
East,EastNorth,heat,districtHeat,h7422,genUp,2.891534906,
East,EastNorth,heat,districtHeat,h7423,genUp,2.777475021,
East,EastNorth,heat,districtHeat,h7424,genUp,2.740898989,
East,EastNorth,heat,districtHeat,h7425,genUp,2.491413984,
East,EastNorth,heat,districtHeat,h7426,genUp,2.314455592,
East,EastNorth,heat,districtHeat,h7427,genUp,2.133837206,
East,EastNorth,heat,districtHeat,h7428,genUp,2.068493003,
East,EastNorth,heat,districtHeat,h7429,genUp,2.088255114,
East,EastNorth,heat,districtHeat,h7430,genUp,2.09380194,
East,EastNorth,heat,districtHeat,h7431,genUp,2.168502497,
East,EastNorth,heat,districtHeat,h7432,genUp,2.260366529,
East,EastNorth,heat,districtHeat,h7433,genUp,2.327896632,
East,EastNorth,heat,districtHeat,h7434,genUp,2.445081557,
East,EastNorth,heat,districtHeat,h7435,genUp,2.52830104,
East,EastNorth,heat,districtHeat,h7436,genUp,2.460782892,
East,EastNorth,heat,districtHeat,h7437,genUp,2.276217399,
East,EastNorth,heat,districtHeat,h7438,genUp,1.756923008,
East,EastNorth,heat,districtHeat,h7439,genUp,1.30920754,
East,EastNorth,heat,districtHeat,h7440,genUp,0.625448106,
East,EastNorth,heat,districtHeat,h7441,genUp,0.611657512,
East,EastNorth,heat,districtHeat,h7442,genUp,0.684022636,
East,EastNorth,heat,districtHeat,h7443,genUp,0.758448035,
East,EastNorth,heat,districtHeat,h7444,genUp,1.013216663,
East,EastNorth,heat,districtHeat,h7445,genUp,1.466215755,
East,EastNorth,heat,districtHeat,h7446,genUp,1.697586188,
East,EastNorth,heat,districtHeat,h7447,genUp,1.59611796,
East,EastNorth,heat,districtHeat,h7448,genUp,1.600402666,
East,EastNorth,heat,districtHeat,h7449,genUp,1.464155479,
East,EastNorth,heat,districtHeat,h7450,genUp,1.299788744,
East,EastNorth,heat,districtHeat,h7451,genUp,1.237255152,
East,EastNorth,heat,districtHeat,h7452,genUp,1.180705033,
East,EastNorth,heat,districtHeat,h7453,genUp,1.154609895,
East,EastNorth,heat,districtHeat,h7454,genUp,1.052764796,
East,EastNorth,heat,districtHeat,h7455,genUp,1.128939448,
East,EastNorth,heat,districtHeat,h7456,genUp,1.194283651,
East,EastNorth,heat,districtHeat,h7457,genUp,1.270033612,
East,EastNorth,heat,districtHeat,h7458,genUp,1.397624294,
East,EastNorth,heat,districtHeat,h7459,genUp,1.495047108,
East,EastNorth,heat,districtHeat,h7460,genUp,1.452287582,
East,EastNorth,heat,districtHeat,h7461,genUp,1.372315357,
East,EastNorth,heat,districtHeat,h7462,genUp,1.062333126,
East,EastNorth,heat,districtHeat,h7463,genUp,0.773587101,
East,EastNorth,heat,districtHeat,h7464,genUp,0.570796773,
East,EastNorth,heat,districtHeat,h7465,genUp,0.555107393,
East,EastNorth,heat,districtHeat,h7466,genUp,0.56607542,
East,EastNorth,heat,districtHeat,h7467,genUp,0.62980795,
East,EastNorth,heat,districtHeat,h7468,genUp,0.909048087,
East,EastNorth,heat,districtHeat,h7469,genUp,1.380822328,
East,EastNorth,heat,districtHeat,h7470,genUp,1.53806643,
East,EastNorth,heat,districtHeat,h7471,genUp,1.433362899,
East,EastNorth,heat,districtHeat,h7472,genUp,1.411414888,
East,EastNorth,heat,districtHeat,h7473,genUp,1.268134825,
East,EastNorth,heat,districtHeat,h7474,genUp,1.161929883,
East,EastNorth,heat,districtHeat,h7475,genUp,1.078297664,
East,EastNorth,heat,districtHeat,h7476,genUp,1.014714669,
East,EastNorth,heat,districtHeat,h7477,genUp,1.041509656,
East,EastNorth,heat,districtHeat,h7478,genUp,1.036226033,
East,EastNorth,heat,districtHeat,h7479,genUp,1.100233719,
East,EastNorth,heat,districtHeat,h7480,genUp,1.149613384,
East,EastNorth,heat,districtHeat,h7481,genUp,1.185064876,
East,EastNorth,heat,districtHeat,h7482,genUp,1.275592393,
East,EastNorth,heat,districtHeat,h7483,genUp,1.380048082,
East,EastNorth,heat,districtHeat,h7484,genUp,1.344321433,
East,EastNorth,heat,districtHeat,h7485,genUp,1.227423621,
East,EastNorth,heat,districtHeat,h7486,genUp,0.956265763,
East,EastNorth,heat,districtHeat,h7487,genUp,0.673078519,
East,EastNorth,heat,districtHeat,h7488,genUp,0.55130982,
East,EastNorth,heat,districtHeat,h7489,genUp,0.535620439,
East,EastNorth,heat,districtHeat,h7490,genUp,0.583514054,
East,EastNorth,heat,districtHeat,h7491,genUp,0.689443838,
East,EastNorth,heat,districtHeat,h7492,genUp,0.857632057,
East,EastNorth,heat,districtHeat,h7493,genUp,1.134097448,
East,EastNorth,heat,districtHeat,h7494,genUp,1.437133156,
East,EastNorth,heat,districtHeat,h7495,genUp,1.353528252,
East,EastNorth,heat,districtHeat,h7496,genUp,1.384470367,
East,EastNorth,heat,districtHeat,h7497,genUp,1.24822318,
East,EastNorth,heat,districtHeat,h7498,genUp,1.120919611,
East,EastNorth,heat,districtHeat,h7499,genUp,1.004021799,
East,EastNorth,heat,districtHeat,h7500,genUp,0.947471679,
East,EastNorth,heat,districtHeat,h7501,genUp,1.00239817,
East,EastNorth,heat,districtHeat,h7502,genUp,0.968983043,
East,EastNorth,heat,districtHeat,h7503,genUp,1.054089357,
East,EastNorth,heat,districtHeat,h7504,genUp,1.089403271,
East,EastNorth,heat,districtHeat,h7505,genUp,1.1159231,
East,EastNorth,heat,districtHeat,h7506,genUp,1.220516368,
East,EastNorth,heat,districtHeat,h7507,genUp,1.302112222,
East,EastNorth,heat,districtHeat,h7508,genUp,1.252319821,
East,EastNorth,heat,districtHeat,h7509,genUp,1.19534501,
East,EastNorth,heat,districtHeat,h7510,genUp,0.89092156,
East,EastNorth,heat,districtHeat,h7511,genUp,0.632492937,
East,EastNorth,heat,districtHeat,h7512,genUp,0.583101317,
East,EastNorth,heat,districtHeat,h7513,genUp,0.57620602,
East,EastNorth,heat,districtHeat,h7514,genUp,0.608272675,
East,EastNorth,heat,districtHeat,h7515,genUp,0.707169584,
East,EastNorth,heat,districtHeat,h7516,genUp,0.900116424,
East,EastNorth,heat,districtHeat,h7517,genUp,1.2102721,
East,EastNorth,heat,districtHeat,h7518,genUp,1.529134767,
East,EastNorth,heat,districtHeat,h7519,genUp,1.443768656,
East,EastNorth,heat,districtHeat,h7520,genUp,1.467677895,
East,EastNorth,heat,districtHeat,h7521,genUp,1.308433294,
East,EastNorth,heat,districtHeat,h7522,genUp,1.174096849,
East,EastNorth,heat,districtHeat,h7523,genUp,1.05530025,
East,EastNorth,heat,districtHeat,h7524,genUp,0.991717255,
East,EastNorth,heat,districtHeat,h7525,genUp,1.069641159,
East,EastNorth,heat,districtHeat,h7526,genUp,1.027431949,
East,EastNorth,heat,districtHeat,h7527,genUp,1.107266595,
East,EastNorth,heat,districtHeat,h7528,genUp,1.14595339,
East,EastNorth,heat,districtHeat,h7529,genUp,1.16733913,
East,EastNorth,heat,districtHeat,h7530,genUp,1.282625269,
East,EastNorth,heat,districtHeat,h7531,genUp,1.362322336,
East,EastNorth,heat,districtHeat,h7532,genUp,1.314428721,
East,EastNorth,heat,districtHeat,h7533,genUp,1.255555124,
East,EastNorth,heat,districtHeat,h7534,genUp,0.942200011,
East,EastNorth,heat,districtHeat,h7535,genUp,0.666045643,
East,EastNorth,heat,districtHeat,h7536,genUp,0.768441056,
East,EastNorth,heat,districtHeat,h7537,genUp,0.768716214,
East,EastNorth,heat,districtHeat,h7538,genUp,0.807815745,
East,EastNorth,heat,districtHeat,h7539,genUp,0.931471275,
East,EastNorth,heat,districtHeat,h7540,genUp,1.193559892,
East,EastNorth,heat,districtHeat,h7541,genUp,1.647133209,
East,EastNorth,heat,districtHeat,h7542,genUp,2.056373859,
East,EastNorth,heat,districtHeat,h7543,genUp,1.953282002,
East,EastNorth,heat,districtHeat,h7544,genUp,1.934569294,
East,EastNorth,heat,districtHeat,h7545,genUp,1.741771987,
East,EastNorth,heat,districtHeat,h7546,genUp,1.591471004,
East,EastNorth,heat,districtHeat,h7547,genUp,1.431951245,
East,EastNorth,heat,districtHeat,h7548,genUp,1.361335374,
East,EastNorth,heat,districtHeat,h7549,genUp,1.423294741,
East,EastNorth,heat,districtHeat,h7550,genUp,1.38108553,
East,EastNorth,heat,districtHeat,h7551,genUp,1.453887301,
East,EastNorth,heat,districtHeat,h7552,genUp,1.519231504,
East,EastNorth,heat,districtHeat,h7553,genUp,1.55834299,
East,EastNorth,heat,districtHeat,h7554,genUp,1.682560791,
East,EastNorth,heat,districtHeat,h7555,genUp,1.779983604,
East,EastNorth,heat,districtHeat,h7556,genUp,1.730191203,
East,EastNorth,heat,districtHeat,h7557,genUp,1.637627321,
East,EastNorth,heat,districtHeat,h7558,genUp,1.239165894,
East,EastNorth,heat,districtHeat,h7559,genUp,0.87804279,
East,EastNorth,heat,districtHeat,h7560,genUp,1.010606073,
East,EastNorth,heat,districtHeat,h7561,genUp,1.03740106,
East,EastNorth,heat,districtHeat,h7562,genUp,1.083533466,
East,EastNorth,heat,districtHeat,h7563,genUp,1.230186411,
East,EastNorth,heat,districtHeat,h7564,genUp,1.550586355,
East,EastNorth,heat,districtHeat,h7565,genUp,2.099683699,
East,EastNorth,heat,districtHeat,h7566,genUp,2.566024783,
East,EastNorth,heat,districtHeat,h7567,genUp,2.467929437,
East,EastNorth,heat,districtHeat,h7568,genUp,2.445556735,
East,EastNorth,heat,districtHeat,h7569,genUp,2.220830352,
East,EastNorth,heat,districtHeat,h7570,genUp,2.038737871,
East,EastNorth,heat,districtHeat,h7571,genUp,1.872185236,
East,EastNorth,heat,districtHeat,h7572,genUp,1.794536489,
East,EastNorth,heat,districtHeat,h7573,genUp,1.84946298,
East,EastNorth,heat,districtHeat,h7574,genUp,1.823218308,
East,EastNorth,heat,districtHeat,h7575,genUp,1.90495174,
East,EastNorth,heat,districtHeat,h7576,genUp,1.996815773,
East,EastNorth,heat,districtHeat,h7577,genUp,2.060685881,
East,EastNorth,heat,districtHeat,h7578,genUp,2.168939143,
East,EastNorth,heat,districtHeat,h7579,genUp,2.268123165,
East,EastNorth,heat,districtHeat,h7580,genUp,2.193572142,
East,EastNorth,heat,districtHeat,h7581,genUp,2.049729809,
East,EastNorth,heat,districtHeat,h7582,genUp,1.558991613,
East,EastNorth,heat,districtHeat,h7583,genUp,1.146590057,
East,EastNorth,heat,districtHeat,h7584,genUp,1.190949301,
East,EastNorth,heat,districtHeat,h7585,genUp,1.256431083,
East,EastNorth,heat,districtHeat,h7586,genUp,1.272808357,
East,EastNorth,heat,districtHeat,h7587,genUp,1.445981131,
East,EastNorth,heat,districtHeat,h7588,genUp,1.824829981,
East,EastNorth,heat,districtHeat,h7589,genUp,2.460657269,
East,EastNorth,heat,districtHeat,h7590,genUp,3.031292553,
East,EastNorth,heat,districtHeat,h7591,genUp,2.917232668,
East,EastNorth,heat,districtHeat,h7592,genUp,2.878757849,
East,EastNorth,heat,districtHeat,h7593,genUp,2.622239969,
East,EastNorth,heat,districtHeat,h7594,genUp,2.436487493,
East,EastNorth,heat,districtHeat,h7595,genUp,2.255869107,
East,EastNorth,heat,districtHeat,h7596,genUp,2.174560366,
East,EastNorth,heat,districtHeat,h7597,genUp,2.194322477,
East,EastNorth,heat,districtHeat,h7598,genUp,2.192836427,
East,EastNorth,heat,districtHeat,h7599,genUp,2.292295606,
East,EastNorth,heat,districtHeat,h7600,genUp,2.377126763,
East,EastNorth,heat,districtHeat,h7601,genUp,2.442895657,
East,EastNorth,heat,districtHeat,h7602,genUp,2.568874666,
East,EastNorth,heat,districtHeat,h7603,genUp,2.661025811,
East,EastNorth,heat,districtHeat,h7604,genUp,2.584576002,
East,EastNorth,heat,districtHeat,h7605,genUp,2.38404597,
East,EastNorth,heat,districtHeat,h7606,genUp,1.855957496,
East,EastNorth,heat,districtHeat,h7607,genUp,1.374551743,
East,EastNorth,heat,districtHeat,h7608,genUp,1.575195443,
East,EastNorth,heat,districtHeat,h7609,genUp,1.686546429,
East,EastNorth,heat,districtHeat,h7610,genUp,1.734428088,
East,EastNorth,heat,districtHeat,h7611,genUp,1.943189933,
East,EastNorth,heat,districtHeat,h7612,genUp,2.374928908,
East,EastNorth,heat,districtHeat,h7613,genUp,3.211073511,
East,EastNorth,heat,districtHeat,h7614,genUp,3.594533452,
East,EastNorth,heat,districtHeat,h7615,genUp,3.431892059,
East,EastNorth,heat,districtHeat,h7616,genUp,3.452003724,
East,EastNorth,heat,districtHeat,h7617,genUp,3.207652809,
East,EastNorth,heat,districtHeat,h7618,genUp,2.953332783,
East,EastNorth,heat,districtHeat,h7619,genUp,2.894172073,
East,EastNorth,heat,districtHeat,h7620,genUp,2.802595153,
East,EastNorth,heat,districtHeat,h7621,genUp,2.746894416,
East,EastNorth,heat,districtHeat,h7622,genUp,2.670232631,
East,EastNorth,heat,districtHeat,h7623,genUp,2.84544177,
East,EastNorth,heat,districtHeat,h7624,genUp,3.032542717,
East,EastNorth,heat,districtHeat,h7625,genUp,3.223291703,
East,EastNorth,heat,districtHeat,h7626,genUp,3.350744806,
East,EastNorth,heat,districtHeat,h7627,genUp,3.33669101,
East,EastNorth,heat,districtHeat,h7628,genUp,3.251160004,
East,EastNorth,heat,districtHeat,h7629,genUp,2.912908691,
East,EastNorth,heat,districtHeat,h7630,genUp,2.348806454,
East,EastNorth,heat,districtHeat,h7631,genUp,1.837783148,
East,EastNorth,heat,districtHeat,h7632,genUp,1.42621902,
East,EastNorth,heat,districtHeat,h7633,genUp,1.544453348,
East,EastNorth,heat,districtHeat,h7634,genUp,1.474537326,
East,EastNorth,heat,districtHeat,h7635,genUp,1.635543135,
East,EastNorth,heat,districtHeat,h7636,genUp,2.109479365,
East,EastNorth,heat,districtHeat,h7637,genUp,2.987809268,
East,EastNorth,heat,districtHeat,h7638,genUp,3.233721371,
East,EastNorth,heat,districtHeat,h7639,genUp,3.008196832,
East,EastNorth,heat,districtHeat,h7640,genUp,2.97717958,
East,EastNorth,heat,districtHeat,h7641,genUp,2.767993044,
East,EastNorth,heat,districtHeat,h7642,genUp,2.582240568,
East,EastNorth,heat,districtHeat,h7643,genUp,2.473849727,
East,EastNorth,heat,districtHeat,h7644,genUp,2.380374021,
East,EastNorth,heat,districtHeat,h7645,genUp,2.402034918,
East,EastNorth,heat,districtHeat,h7646,genUp,2.453438993,
East,EastNorth,heat,districtHeat,h7647,genUp,2.540593628,
East,EastNorth,heat,districtHeat,h7648,genUp,2.69414187,
East,EastNorth,heat,districtHeat,h7649,genUp,2.819833765,
East,EastNorth,heat,districtHeat,h7650,genUp,2.936881111,
East,EastNorth,heat,districtHeat,h7651,genUp,2.984649102,
East,EastNorth,heat,districtHeat,h7652,genUp,2.939703678,
East,EastNorth,heat,districtHeat,h7653,genUp,2.638665064,
East,EastNorth,heat,districtHeat,h7654,genUp,2.131250526,
East,EastNorth,heat,districtHeat,h7655,genUp,1.630782511,
East,EastNorth,heat,districtHeat,h7656,genUp,1.254532296,
East,EastNorth,heat,districtHeat,h7657,genUp,1.312981202,
East,EastNorth,heat,districtHeat,h7658,genUp,1.341525442,
East,EastNorth,heat,districtHeat,h7659,genUp,1.544728506,
East,EastNorth,heat,districtHeat,h7660,genUp,1.923577356,
East,EastNorth,heat,districtHeat,h7661,genUp,2.561165851,
East,EastNorth,heat,districtHeat,h7662,genUp,3.052815872,
East,EastNorth,heat,districtHeat,h7663,genUp,2.950785374,
East,EastNorth,heat,districtHeat,h7664,genUp,2.912448134,
East,EastNorth,heat,districtHeat,h7665,genUp,2.685822964,
East,EastNorth,heat,districtHeat,h7666,genUp,2.493037613,
East,EastNorth,heat,districtHeat,h7667,genUp,2.298353475,
East,EastNorth,heat,districtHeat,h7668,genUp,2.217044734,
East,EastNorth,heat,districtHeat,h7669,genUp,2.259804259,
East,EastNorth,heat,districtHeat,h7670,genUp,2.244252457,
East,EastNorth,heat,districtHeat,h7671,genUp,2.350744512,
East,EastNorth,heat,districtHeat,h7672,genUp,2.451402628,
East,EastNorth,heat,districtHeat,h7673,genUp,2.54896302,
East,EastNorth,heat,districtHeat,h7674,genUp,2.67831491,
East,EastNorth,heat,districtHeat,h7675,genUp,2.768567269,
East,EastNorth,heat,districtHeat,h7676,genUp,2.669257624,
East,EastNorth,heat,districtHeat,h7677,genUp,2.459933509,
East,EastNorth,heat,districtHeat,h7678,genUp,1.901814745,
East,EastNorth,heat,districtHeat,h7679,genUp,1.438134738,
East,EastNorth,heat,districtHeat,h7680,genUp,1.105842987,
East,EastNorth,heat,districtHeat,h7681,genUp,1.114912228,
East,EastNorth,heat,districtHeat,h7682,genUp,1.177009173,
East,EastNorth,heat,districtHeat,h7683,genUp,1.341387863,
East,EastNorth,heat,districtHeat,h7684,genUp,1.711305051,
East,EastNorth,heat,districtHeat,h7685,genUp,2.361473248,
East,EastNorth,heat,districtHeat,h7686,genUp,2.909123073,
East,EastNorth,heat,districtHeat,h7687,genUp,2.802371222,
East,EastNorth,heat,districtHeat,h7688,genUp,2.723173243,
East,EastNorth,heat,districtHeat,h7689,genUp,2.4826199,
East,EastNorth,heat,districtHeat,h7690,genUp,2.259804259,
East,EastNorth,heat,districtHeat,h7691,genUp,2.077287087,
East,EastNorth,heat,districtHeat,h7692,genUp,1.974879718,
East,EastNorth,heat,districtHeat,h7693,genUp,2.029806208,
East,EastNorth,heat,districtHeat,h7694,genUp,1.971770038,
East,EastNorth,heat,districtHeat,h7695,genUp,2.071229217,
East,EastNorth,heat,districtHeat,h7696,genUp,2.154299166,
East,EastNorth,heat,districtHeat,h7697,genUp,2.227100937,
East,EastNorth,heat,districtHeat,h7698,genUp,2.362011607,
East,EastNorth,heat,districtHeat,h7699,genUp,2.492987126,
East,EastNorth,heat,districtHeat,h7700,genUp,2.418298525,
East,EastNorth,heat,districtHeat,h7701,genUp,2.274318613,
East,EastNorth,heat,districtHeat,h7702,genUp,1.741096049,
East,EastNorth,heat,districtHeat,h7703,genUp,1.243588179,
East,EastNorth,heat,districtHeat,h7704,genUp,0.879642509,
East,EastNorth,heat,districtHeat,h7705,genUp,0.879917666,
East,EastNorth,heat,districtHeat,h7706,genUp,0.926050073,
East,EastNorth,heat,districtHeat,h7707,genUp,1.074464225,
East,EastNorth,heat,districtHeat,h7708,genUp,1.394864169,
East,EastNorth,heat,districtHeat,h7709,genUp,1.967234085,
East,EastNorth,heat,districtHeat,h7710,genUp,2.450888179,
East,EastNorth,heat,districtHeat,h7711,genUp,2.33724103,
East,EastNorth,heat,districtHeat,h7712,genUp,2.2688735,
East,EastNorth,heat,districtHeat,h7713,genUp,2.051179993,
East,EastNorth,heat,districtHeat,h7714,genUp,1.869087512,
East,EastNorth,heat,districtHeat,h7715,genUp,1.693603215,
East,EastNorth,heat,districtHeat,h7716,genUp,1.591195847,
East,EastNorth,heat,districtHeat,h7717,genUp,1.653155213,
East,EastNorth,heat,districtHeat,h7718,genUp,1.595119043,
East,EastNorth,heat,districtHeat,h7719,genUp,1.667920814,
East,EastNorth,heat,districtHeat,h7720,genUp,1.735163803,
East,EastNorth,heat,districtHeat,h7721,genUp,1.790239828,
East,EastNorth,heat,districtHeat,h7722,genUp,1.923251712,
East,EastNorth,heat,districtHeat,h7723,genUp,2.063158893,
East,EastNorth,heat,districtHeat,h7724,genUp,1.997401954,
East,EastNorth,heat,districtHeat,h7725,genUp,1.902939286,
East,EastNorth,heat,districtHeat,h7726,genUp,1.444130166,
East,EastNorth,heat,districtHeat,h7727,genUp,1.008593618,
East,EastNorth,heat,districtHeat,h7728,genUp,0.927260966,
East,EastNorth,heat,districtHeat,h7729,genUp,0.943500662,
East,EastNorth,heat,districtHeat,h7730,genUp,0.989633069,
East,EastNorth,heat,districtHeat,h7731,genUp,1.138047221,
East,EastNorth,heat,districtHeat,h7732,genUp,1.483205786,
East,EastNorth,heat,districtHeat,h7733,genUp,2.073301448,
East,EastNorth,heat,districtHeat,h7734,genUp,2.579952956,
