scenario,region_1,region_2,carrier_1,carrier_2,timestep_4,parameter,value,comment
all,West,WestSouth,heat,districtHeat,h4490,genUp,0.035835261,
all,West,WestSouth,heat,districtHeat,h4491,genUp,0.056746582,
all,West,WestSouth,heat,districtHeat,h4492,genUp,0.083861933,
all,West,WestSouth,heat,districtHeat,h4493,genUp,0.102213302,
all,West,WestSouth,heat,districtHeat,h4494,genUp,0.093710041,
all,West,WestSouth,heat,districtHeat,h4495,genUp,0.088850858,
all,West,WestSouth,heat,districtHeat,h4496,genUp,0.085119873,
all,West,WestSouth,heat,districtHeat,h4497,genUp,0.07279872,
all,West,WestSouth,heat,districtHeat,h4498,genUp,0.062863705,
all,West,WestSouth,heat,districtHeat,h4499,genUp,0.06659469,
all,West,WestSouth,heat,districtHeat,h4500,genUp,0.064208552,
all,West,WestSouth,heat,districtHeat,h4501,genUp,0.064208552,
all,West,WestSouth,heat,districtHeat,h4502,genUp,0.064208552,
all,West,WestSouth,heat,districtHeat,h4503,genUp,0.067939537,
all,West,WestSouth,heat,districtHeat,h4504,genUp,0.064208552,
all,West,WestSouth,heat,districtHeat,h4505,genUp,0.070325675,
all,West,WestSouth,heat,districtHeat,h4506,genUp,0.076529705,
all,West,WestSouth,heat,districtHeat,h4507,genUp,0.082646828,
all,West,WestSouth,heat,districtHeat,h4508,genUp,0.076442798,
all,West,WestSouth,heat,districtHeat,h4509,genUp,0.060477567,
all,West,WestSouth,heat,districtHeat,h4510,genUp,0.041952384,
all,West,WestSouth,heat,districtHeat,h4511,genUp,0.058004522,
all,West,WestSouth,heat,districtHeat,h4512,genUp,0.051887399,
all,West,WestSouth,heat,districtHeat,h4513,genUp,0.054360444,
all,West,WestSouth,heat,districtHeat,h4514,genUp,0.077874552,
all,West,WestSouth,heat,districtHeat,h4515,genUp,0.107376041,
all,West,WestSouth,heat,districtHeat,h4516,genUp,0.173840988,
all,West,WestSouth,heat,districtHeat,h4517,genUp,0.198135667,
all,West,WestSouth,heat,districtHeat,h4518,genUp,0.17271279,
all,West,WestSouth,heat,districtHeat,h4519,genUp,0.175228671,
all,West,WestSouth,heat,districtHeat,h4520,genUp,0.167853608,
all,West,WestSouth,heat,districtHeat,h4521,genUp,0.13939341,
all,West,WestSouth,heat,districtHeat,h4522,genUp,0.119610287,
all,West,WestSouth,heat,districtHeat,h4523,genUp,0.110933212,
all,West,WestSouth,heat,districtHeat,h4524,genUp,0.118482089,
all,West,WestSouth,heat,districtHeat,h4525,genUp,0.116095951,
all,West,WestSouth,heat,districtHeat,h4526,genUp,0.118482089,
all,West,WestSouth,heat,districtHeat,h4527,genUp,0.122213074,
all,West,WestSouth,heat,districtHeat,h4528,genUp,0.116009044,
all,West,WestSouth,heat,districtHeat,h4529,genUp,0.134534227,
all,West,WestSouth,heat,districtHeat,h4530,genUp,0.155445548,
all,West,WestSouth,heat,districtHeat,h4531,genUp,0.155445548,
all,West,WestSouth,heat,districtHeat,h4532,genUp,0.146768473,
all,West,WestSouth,heat,districtHeat,h4533,genUp,0.114751104,
all,West,WestSouth,heat,districtHeat,h4534,genUp,0.083904768,
all,West,WestSouth,heat,districtHeat,h4535,genUp,0.077787645,
all,West,WestSouth,heat,districtHeat,h4536,genUp,0.067939537,
all,West,WestSouth,heat,districtHeat,h4537,genUp,0.074143567,
all,West,WestSouth,heat,districtHeat,h4538,genUp,0.103861705,
all,West,WestSouth,heat,districtHeat,h4539,genUp,0.15180147,
all,West,WestSouth,heat,districtHeat,h4540,genUp,0.226943492,
all,West,WestSouth,heat,districtHeat,h4541,genUp,0.257268386,
all,West,WestSouth,heat,districtHeat,h4542,genUp,0.229459372,
all,West,WestSouth,heat,districtHeat,h4543,genUp,0.229589115,
all,West,WestSouth,heat,districtHeat,h4544,genUp,0.216010022,
all,West,WestSouth,heat,districtHeat,h4545,genUp,0.183818839,
all,West,WestSouth,heat,districtHeat,h4546,genUp,0.154100701,
all,West,WestSouth,heat,districtHeat,h4547,genUp,0.143037488,
all,West,WestSouth,heat,districtHeat,h4548,genUp,0.150586365,
all,West,WestSouth,heat,districtHeat,h4549,genUp,0.145727182,
all,West,WestSouth,heat,districtHeat,h4550,genUp,0.150586365,
all,West,WestSouth,heat,districtHeat,h4551,genUp,0.164165458,
all,West,WestSouth,heat,districtHeat,h4552,genUp,0.154230443,
all,West,WestSouth,heat,districtHeat,h4553,genUp,0.172755626,
all,West,WestSouth,heat,districtHeat,h4554,genUp,0.199870977,
all,West,WestSouth,heat,districtHeat,h4555,genUp,0.203601962,
all,West,WestSouth,heat,districtHeat,h4556,genUp,0.191193902,
all,West,WestSouth,heat,districtHeat,h4557,genUp,0.149241518,
all,West,WestSouth,heat,districtHeat,h4558,genUp,0.106074029,
all,West,WestSouth,heat,districtHeat,h4559,genUp,0.060477567,
all,West,WestSouth,heat,districtHeat,h4560,genUp,0.064208552,
all,West,WestSouth,heat,districtHeat,h4561,genUp,0.054360444,
all,West,WestSouth,heat,districtHeat,h4562,genUp,0.090195705,
all,West,WestSouth,heat,districtHeat,h4563,genUp,0.127159164,
all,West,WestSouth,heat,districtHeat,h4564,genUp,0.188635186,
all,West,WestSouth,heat,districtHeat,h4565,genUp,0.226508958,
all,West,WestSouth,heat,districtHeat,h4566,genUp,0.198613037,
all,West,WestSouth,heat,districtHeat,h4567,genUp,0.197484839,
all,West,WestSouth,heat,districtHeat,h4568,genUp,0.183905746,
all,West,WestSouth,heat,districtHeat,h4569,genUp,0.159176533,
all,West,WestSouth,heat,districtHeat,h4570,genUp,0.129458395,
all,West,WestSouth,heat,districtHeat,h4571,genUp,0.12698535,
all,West,WestSouth,heat,districtHeat,h4572,genUp,0.130803242,
all,West,WestSouth,heat,districtHeat,h4573,genUp,0.125944059,
all,West,WestSouth,heat,districtHeat,h4574,genUp,0.128417104,
all,West,WestSouth,heat,districtHeat,h4575,genUp,0.138265212,
all,West,WestSouth,heat,districtHeat,h4576,genUp,0.128330197,
all,West,WestSouth,heat,districtHeat,h4577,genUp,0.14685538,
all,West,WestSouth,heat,districtHeat,h4578,genUp,0.164035716,
all,West,WestSouth,heat,districtHeat,h4579,genUp,0.167766701,
all,West,WestSouth,heat,districtHeat,h4580,genUp,0.155358641,
all,West,WestSouth,heat,districtHeat,h4581,genUp,0.127072257,
all,West,WestSouth,heat,districtHeat,h4582,genUp,0.083904768,
all,West,WestSouth,heat,districtHeat,h4583,genUp,0.059349369,
all,West,WestSouth,heat,districtHeat,h4584,genUp,0.059349369,
all,West,WestSouth,heat,districtHeat,h4585,genUp,0.059349369,
all,West,WestSouth,heat,districtHeat,h4586,genUp,0.056746582,
all,West,WestSouth,heat,districtHeat,h4587,genUp,0.091323903,
all,West,WestSouth,heat,districtHeat,h4588,genUp,0.149198682,
all,West,WestSouth,heat,districtHeat,h4589,genUp,0.203428148,
all,West,WestSouth,heat,districtHeat,h4590,genUp,0.172842533,
all,West,WestSouth,heat,districtHeat,h4591,genUp,0.16052138,
all,West,WestSouth,heat,districtHeat,h4592,genUp,0.150673272,
all,West,WestSouth,heat,districtHeat,h4593,genUp,0.106031194,
all,West,WestSouth,heat,districtHeat,h4594,genUp,0.114751104,
all,West,WestSouth,heat,districtHeat,h4595,genUp,0.112278059,
all,West,WestSouth,heat,districtHeat,h4596,genUp,0.117353891,
all,West,WestSouth,heat,districtHeat,h4597,genUp,0.088850858,
all,West,WestSouth,heat,districtHeat,h4598,genUp,0.094967981,
all,West,WestSouth,heat,districtHeat,h4599,genUp,0.094967981,
all,West,WestSouth,heat,districtHeat,h4600,genUp,0.117353891,
all,West,WestSouth,heat,districtHeat,h4601,genUp,0.114751104,
all,West,WestSouth,heat,districtHeat,h4602,genUp,0.140738257,
all,West,WestSouth,heat,districtHeat,h4603,genUp,0.134534227,
all,West,WestSouth,heat,districtHeat,h4604,genUp,0.120868227,
all,West,WestSouth,heat,districtHeat,h4605,genUp,0.098698966,
all,West,WestSouth,heat,districtHeat,h4606,genUp,0.0753146,
all,West,WestSouth,heat,districtHeat,h4607,genUp,0.054273537,
all,West,WestSouth,heat,districtHeat,h4608,genUp,0.040694444,
all,West,WestSouth,heat,districtHeat,h4609,genUp,0.050629459,
all,West,WestSouth,heat,districtHeat,h4610,genUp,0.070412582,
all,West,WestSouth,heat,districtHeat,h4611,genUp,0.113493164,
all,West,WestSouth,heat,districtHeat,h4612,genUp,0.187506988,
all,West,WestSouth,heat,districtHeat,h4613,genUp,0.219263637,
all,West,WestSouth,heat,districtHeat,h4614,genUp,0.171367943,
all,West,WestSouth,heat,districtHeat,h4615,genUp,0.173970731,
all,West,WestSouth,heat,districtHeat,h4616,genUp,0.175315578,
all,West,WestSouth,heat,districtHeat,h4617,genUp,0.14559744,
all,West,WestSouth,heat,districtHeat,h4618,genUp,0.130803242,
all,West,WestSouth,heat,districtHeat,h4619,genUp,0.120868227,
all,West,WestSouth,heat,districtHeat,h4620,genUp,0.122213074,
all,West,WestSouth,heat,districtHeat,h4621,genUp,0.116095951,
all,West,WestSouth,heat,districtHeat,h4622,genUp,0.122213074,
all,West,WestSouth,heat,districtHeat,h4623,genUp,0.122213074,
all,West,WestSouth,heat,districtHeat,h4624,genUp,0.129675044,
all,West,WestSouth,heat,districtHeat,h4625,genUp,0.14065135,
all,West,WestSouth,heat,districtHeat,h4626,genUp,0.147983578,
all,West,WestSouth,heat,districtHeat,h4627,genUp,0.162907518,
all,West,WestSouth,heat,districtHeat,h4628,genUp,0.146768473,
all,West,WestSouth,heat,districtHeat,h4629,genUp,0.114751104,
all,West,WestSouth,heat,districtHeat,h4630,genUp,0.080173783,
all,West,WestSouth,heat,districtHeat,h4631,genUp,0.061735507,
all,West,WestSouth,heat,districtHeat,h4632,genUp,0.051887399,
all,West,WestSouth,heat,districtHeat,h4633,genUp,0.050629459,
all,West,WestSouth,heat,districtHeat,h4634,genUp,0.070412582,
all,West,WestSouth,heat,districtHeat,h4635,genUp,0.103645056,
all,West,WestSouth,heat,districtHeat,h4636,genUp,0.15778885,
all,West,WestSouth,heat,districtHeat,h4637,genUp,0.182170435,
all,West,WestSouth,heat,districtHeat,h4638,genUp,0.162777775,
all,West,WestSouth,heat,districtHeat,h4639,genUp,0.165380563,
all,West,WestSouth,heat,districtHeat,h4640,genUp,0.15926344,
all,West,WestSouth,heat,districtHeat,h4641,genUp,0.133276287,
all,West,WestSouth,heat,districtHeat,h4642,genUp,0.107289134,
all,West,WestSouth,heat,districtHeat,h4643,genUp,0.104816089,
all,West,WestSouth,heat,districtHeat,h4644,genUp,0.106160936,
all,West,WestSouth,heat,districtHeat,h4645,genUp,0.109891921,
all,West,WestSouth,heat,districtHeat,h4646,genUp,0.102429951,
all,West,WestSouth,heat,districtHeat,h4647,genUp,0.118482089,
all,West,WestSouth,heat,districtHeat,h4648,genUp,0.112278059,
all,West,WestSouth,heat,districtHeat,h4649,genUp,0.124599212,
all,West,WestSouth,heat,districtHeat,h4650,genUp,0.13939341,
all,West,WestSouth,heat,districtHeat,h4651,genUp,0.13939341,
all,West,WestSouth,heat,districtHeat,h4652,genUp,0.136920365,
all,West,WestSouth,heat,districtHeat,h4653,genUp,0.111020119,
all,West,WestSouth,heat,districtHeat,h4654,genUp,0.07405666,
all,West,WestSouth,heat,districtHeat,h4655,genUp,0.048069507,
all,West,WestSouth,heat,districtHeat,h4656,genUp,0.041952384,
all,West,WestSouth,heat,districtHeat,h4657,genUp,0.048156414,
all,West,WestSouth,heat,districtHeat,h4658,genUp,0.058004522,
all,West,WestSouth,heat,districtHeat,h4659,genUp,0.085119873,
all,West,WestSouth,heat,districtHeat,h4660,genUp,0.133146544,
all,West,WestSouth,heat,districtHeat,h4661,genUp,0.161432928,
all,West,WestSouth,heat,districtHeat,h4662,genUp,0.150543529,
all,West,WestSouth,heat,districtHeat,h4663,genUp,0.139480317,
all,West,WestSouth,heat,districtHeat,h4664,genUp,0.139480317,
all,West,WestSouth,heat,districtHeat,h4665,genUp,0.117224149,
all,West,WestSouth,heat,districtHeat,h4666,genUp,0.107289134,
all,West,WestSouth,heat,districtHeat,h4667,genUp,0.101085104,
all,West,WestSouth,heat,districtHeat,h4668,genUp,0.102429951,
all,West,WestSouth,heat,districtHeat,h4669,genUp,0.106160936,
all,West,WestSouth,heat,districtHeat,h4670,genUp,0.102429951,
all,West,WestSouth,heat,districtHeat,h4671,genUp,0.106160936,
all,West,WestSouth,heat,districtHeat,h4672,genUp,0.102429951,
all,West,WestSouth,heat,districtHeat,h4673,genUp,0.114751104,
all,West,WestSouth,heat,districtHeat,h4674,genUp,0.127072257,
all,West,WestSouth,heat,districtHeat,h4675,genUp,0.127072257,
all,West,WestSouth,heat,districtHeat,h4676,genUp,0.120868227,
all,West,WestSouth,heat,districtHeat,h4677,genUp,0.092494936,
all,West,WestSouth,heat,districtHeat,h4678,genUp,0.06785263,
all,West,WestSouth,heat,districtHeat,h4679,genUp,0.035748354,
all,West,WestSouth,heat,districtHeat,h4680,genUp,0.038221399,
all,West,WestSouth,heat,districtHeat,h4681,genUp,0.038221399,
all,West,WestSouth,heat,districtHeat,h4682,genUp,0.041952384,
all,West,WestSouth,heat,districtHeat,h4683,genUp,0.062863705,
all,West,WestSouth,heat,districtHeat,h4684,genUp,0.108504238,
all,West,WestSouth,heat,districtHeat,h4685,genUp,0.126942514,
all,West,WestSouth,heat,districtHeat,h4686,genUp,0.112235224,
all,West,WestSouth,heat,districtHeat,h4687,genUp,0.107376041,
all,West,WestSouth,heat,districtHeat,h4688,genUp,0.107376041,
all,West,WestSouth,heat,districtHeat,h4689,genUp,0.088850858,
all,West,WestSouth,heat,districtHeat,h4690,genUp,0.085119873,
all,West,WestSouth,heat,districtHeat,h4691,genUp,0.078915843,
all,West,WestSouth,heat,districtHeat,h4692,genUp,0.076529705,
all,West,WestSouth,heat,districtHeat,h4693,genUp,0.08026069,
all,West,WestSouth,heat,districtHeat,h4694,genUp,0.08026069,
all,West,WestSouth,heat,districtHeat,h4695,genUp,0.083991675,
all,West,WestSouth,heat,districtHeat,h4696,genUp,0.086377813,
all,West,WestSouth,heat,districtHeat,h4697,genUp,0.088850858,
all,West,WestSouth,heat,districtHeat,h4698,genUp,0.104902996,
all,West,WestSouth,heat,districtHeat,h4699,genUp,0.104902996,
all,West,WestSouth,heat,districtHeat,h4700,genUp,0.098698966,
all,West,WestSouth,heat,districtHeat,h4701,genUp,0.076442798,
all,West,WestSouth,heat,districtHeat,h4702,genUp,0.051800492,
all,West,WestSouth,heat,districtHeat,h4703,genUp,0.022169261,
all,West,WestSouth,heat,districtHeat,h4704,genUp,0.022169261,
all,West,WestSouth,heat,districtHeat,h4705,genUp,0.022169261,
all,West,WestSouth,heat,districtHeat,h4706,genUp,0.022169261,
all,West,WestSouth,heat,districtHeat,h4707,genUp,0.034490414,
all,West,WestSouth,heat,districtHeat,h4708,genUp,0.059219627,
all,West,WestSouth,heat,districtHeat,h4709,genUp,0.07154078,
all,West,WestSouth,heat,districtHeat,h4710,genUp,0.07154078,
all,West,WestSouth,heat,districtHeat,h4711,genUp,0.056746582,
all,West,WestSouth,heat,districtHeat,h4712,genUp,0.056746582,
all,West,WestSouth,heat,districtHeat,h4713,genUp,0.056746582,
all,West,WestSouth,heat,districtHeat,h4714,genUp,0.053015597,
all,West,WestSouth,heat,districtHeat,h4715,genUp,0.050542552,
all,West,WestSouth,heat,districtHeat,h4716,genUp,0.044425429,
all,West,WestSouth,heat,districtHeat,h4717,genUp,0.048156414,
all,West,WestSouth,heat,districtHeat,h4718,genUp,0.048156414,
all,West,WestSouth,heat,districtHeat,h4719,genUp,0.051887399,
all,West,WestSouth,heat,districtHeat,h4720,genUp,0.048156414,
all,West,WestSouth,heat,districtHeat,h4721,genUp,0.054273537,
all,West,WestSouth,heat,districtHeat,h4722,genUp,0.060477567,
all,West,WestSouth,heat,districtHeat,h4723,genUp,0.060477567,
all,West,WestSouth,heat,districtHeat,h4724,genUp,0.054273537,
all,West,WestSouth,heat,districtHeat,h4725,genUp,0.038221399,
all,West,WestSouth,heat,districtHeat,h4726,genUp,0.025900246,
all,West,WestSouth,heat,districtHeat,h4727,genUp,0.022169261,
all,West,WestSouth,heat,districtHeat,h4728,genUp,0.022169261,
all,West,WestSouth,heat,districtHeat,h4729,genUp,0.016052138,
all,West,WestSouth,heat,districtHeat,h4730,genUp,0.022169261,
all,West,WestSouth,heat,districtHeat,h4731,genUp,0.034490414,
all,West,WestSouth,heat,districtHeat,h4732,genUp,0.053015597,
all,West,WestSouth,heat,districtHeat,h4733,genUp,0.059219627,
all,West,WestSouth,heat,districtHeat,h4734,genUp,0.059219627,
all,West,WestSouth,heat,districtHeat,h4735,genUp,0.056746582,
all,West,WestSouth,heat,districtHeat,h4736,genUp,0.056746582,
all,West,WestSouth,heat,districtHeat,h4737,genUp,0.044425429,
all,West,WestSouth,heat,districtHeat,h4738,genUp,0.044425429,
all,West,WestSouth,heat,districtHeat,h4739,genUp,0.040694444,
all,West,WestSouth,heat,districtHeat,h4740,genUp,0.044425429,
all,West,WestSouth,heat,districtHeat,h4741,genUp,0.041952384,
all,West,WestSouth,heat,districtHeat,h4742,genUp,0.041952384,
all,West,WestSouth,heat,districtHeat,h4743,genUp,0.048156414,
all,West,WestSouth,heat,districtHeat,h4744,genUp,0.044425429,
all,West,WestSouth,heat,districtHeat,h4745,genUp,0.044425429,
all,West,WestSouth,heat,districtHeat,h4746,genUp,0.044425429,
all,West,WestSouth,heat,districtHeat,h4747,genUp,0.050542552,
all,West,WestSouth,heat,districtHeat,h4748,genUp,0.044425429,
all,West,WestSouth,heat,districtHeat,h4749,genUp,0.038221399,
all,West,WestSouth,heat,districtHeat,h4750,genUp,0.025900246,
all,West,WestSouth,heat,districtHeat,h4751,genUp,0.029631231,
all,West,WestSouth,heat,districtHeat,h4752,genUp,0.029631231,
all,West,WestSouth,heat,districtHeat,h4753,genUp,0.029631231,
all,West,WestSouth,heat,districtHeat,h4754,genUp,0.028373291,
all,West,WestSouth,heat,districtHeat,h4755,genUp,0.040694444,
all,West,WestSouth,heat,districtHeat,h4756,genUp,0.07154078,
all,West,WestSouth,heat,districtHeat,h4757,genUp,0.108633981,
all,West,WestSouth,heat,districtHeat,h4758,genUp,0.096312828,
all,West,WestSouth,heat,districtHeat,h4759,genUp,0.083991675,
all,West,WestSouth,heat,districtHeat,h4760,genUp,0.08026069,
all,West,WestSouth,heat,districtHeat,h4761,genUp,0.053015597,
all,West,WestSouth,heat,districtHeat,h4762,genUp,0.056746582,
all,West,WestSouth,heat,districtHeat,h4763,genUp,0.058004522,
all,West,WestSouth,heat,districtHeat,h4764,genUp,0.065466492,
all,West,WestSouth,heat,districtHeat,h4765,genUp,0.050542552,
all,West,WestSouth,heat,districtHeat,h4766,genUp,0.050542552,
all,West,WestSouth,heat,districtHeat,h4767,genUp,0.050542552,
all,West,WestSouth,heat,districtHeat,h4768,genUp,0.065466492,
all,West,WestSouth,heat,districtHeat,h4769,genUp,0.060477567,
all,West,WestSouth,heat,districtHeat,h4770,genUp,0.07405666,
all,West,WestSouth,heat,districtHeat,h4771,genUp,0.07405666,
all,West,WestSouth,heat,districtHeat,h4772,genUp,0.070325675,
all,West,WestSouth,heat,districtHeat,h4773,genUp,0.054273537,
all,West,WestSouth,heat,districtHeat,h4774,genUp,0.039479339,
all,West,WestSouth,heat,districtHeat,h4775,genUp,0.025900246,
all,West,WestSouth,heat,districtHeat,h4776,genUp,0.022169261,
all,West,WestSouth,heat,districtHeat,h4777,genUp,0.028373291,
all,West,WestSouth,heat,districtHeat,h4778,genUp,0.034490414,
all,West,WestSouth,heat,districtHeat,h4779,genUp,0.053015597,
all,West,WestSouth,heat,districtHeat,h4780,genUp,0.096183086,
all,West,WestSouth,heat,districtHeat,h4781,genUp,0.115879302,
all,West,WestSouth,heat,districtHeat,h4782,genUp,0.096183086,
all,West,WestSouth,heat,districtHeat,h4783,genUp,0.101172011,
all,West,WestSouth,heat,districtHeat,h4784,genUp,0.098785873,
all,West,WestSouth,heat,districtHeat,h4785,genUp,0.085119873,
all,West,WestSouth,heat,districtHeat,h4786,genUp,0.076529705,
all,West,WestSouth,heat,districtHeat,h4787,genUp,0.070325675,
all,West,WestSouth,heat,districtHeat,h4788,genUp,0.07405666,
all,West,WestSouth,heat,districtHeat,h4789,genUp,0.07405666,
all,West,WestSouth,heat,districtHeat,h4790,genUp,0.07405666,
all,West,WestSouth,heat,districtHeat,h4791,genUp,0.07405666,
all,West,WestSouth,heat,districtHeat,h4792,genUp,0.08151863,
all,West,WestSouth,heat,districtHeat,h4793,genUp,0.08026069,
all,West,WestSouth,heat,districtHeat,h4794,genUp,0.085119873,
all,West,WestSouth,heat,districtHeat,h4795,genUp,0.096312828,
all,West,WestSouth,heat,districtHeat,h4796,genUp,0.082646828,
all,West,WestSouth,heat,districtHeat,h4797,genUp,0.06659469,
all,West,WestSouth,heat,districtHeat,h4798,genUp,0.048069507,
all,West,WestSouth,heat,districtHeat,h4799,genUp,0.029631231,
all,West,WestSouth,heat,districtHeat,h4800,genUp,0.025900246,
all,West,WestSouth,heat,districtHeat,h4801,genUp,0.022169261,
all,West,WestSouth,heat,districtHeat,h4802,genUp,0.038221399,
all,West,WestSouth,heat,districtHeat,h4803,genUp,0.046811567,
all,West,WestSouth,heat,districtHeat,h4804,genUp,0.089979056,
all,West,WestSouth,heat,districtHeat,h4805,genUp,0.102300209,
all,West,WestSouth,heat,districtHeat,h4806,genUp,0.099914071,
all,West,WestSouth,heat,districtHeat,h4807,genUp,0.095054888,
all,West,WestSouth,heat,districtHeat,h4808,genUp,0.095054888,
all,West,WestSouth,heat,districtHeat,h4809,genUp,0.082646828,
all,West,WestSouth,heat,districtHeat,h4810,genUp,0.07279872,
all,West,WestSouth,heat,districtHeat,h4811,genUp,0.06659469,
all,West,WestSouth,heat,districtHeat,h4812,genUp,0.070325675,
all,West,WestSouth,heat,districtHeat,h4813,genUp,0.07405666,
all,West,WestSouth,heat,districtHeat,h4814,genUp,0.064208552,
all,West,WestSouth,heat,districtHeat,h4815,genUp,0.070325675,
all,West,WestSouth,heat,districtHeat,h4816,genUp,0.07405666,
all,West,WestSouth,heat,districtHeat,h4817,genUp,0.076529705,
all,West,WestSouth,heat,districtHeat,h4818,genUp,0.088850858,
all,West,WestSouth,heat,districtHeat,h4819,genUp,0.088850858,
all,West,WestSouth,heat,districtHeat,h4820,genUp,0.082646828,
all,West,WestSouth,heat,districtHeat,h4821,genUp,0.06659469,
all,West,WestSouth,heat,districtHeat,h4822,genUp,0.041952384,
all,West,WestSouth,heat,districtHeat,h4823,genUp,0.025900246,
all,West,WestSouth,heat,districtHeat,h4824,genUp,0.025900246,
all,West,WestSouth,heat,districtHeat,h4825,genUp,0.022169261,
all,West,WestSouth,heat,districtHeat,h4826,genUp,0.032104276,
all,West,WestSouth,heat,districtHeat,h4827,genUp,0.040694444,
all,West,WestSouth,heat,districtHeat,h4828,genUp,0.07154078,
all,West,WestSouth,heat,districtHeat,h4829,genUp,0.083861933,
all,West,WestSouth,heat,districtHeat,h4830,genUp,0.07774481,
all,West,WestSouth,heat,districtHeat,h4831,genUp,0.07279872,
all,West,WestSouth,heat,districtHeat,h4832,genUp,0.069067735,
all,West,WestSouth,heat,districtHeat,h4833,genUp,0.056746582,
all,West,WestSouth,heat,districtHeat,h4834,genUp,0.056746582,
all,West,WestSouth,heat,districtHeat,h4835,genUp,0.056746582,
all,West,WestSouth,heat,districtHeat,h4836,genUp,0.054273537,
all,West,WestSouth,heat,districtHeat,h4837,genUp,0.058004522,
all,West,WestSouth,heat,districtHeat,h4838,genUp,0.054273537,
all,West,WestSouth,heat,districtHeat,h4839,genUp,0.058004522,
all,West,WestSouth,heat,districtHeat,h4840,genUp,0.064208552,
all,West,WestSouth,heat,districtHeat,h4841,genUp,0.060477567,
all,West,WestSouth,heat,districtHeat,h4842,genUp,0.06659469,
all,West,WestSouth,heat,districtHeat,h4843,genUp,0.076529705,
all,West,WestSouth,heat,districtHeat,h4844,genUp,0.06659469,
all,West,WestSouth,heat,districtHeat,h4845,genUp,0.054273537,
all,West,WestSouth,heat,districtHeat,h4846,genUp,0.035748354,
all,West,WestSouth,heat,districtHeat,h4847,genUp,0.025900246,
all,West,WestSouth,heat,districtHeat,h4848,genUp,0.025900246,
all,West,WestSouth,heat,districtHeat,h4849,genUp,0.022169261,
all,West,WestSouth,heat,districtHeat,h4850,genUp,0.032104276,
all,West,WestSouth,heat,districtHeat,h4851,genUp,0.046811567,
all,West,WestSouth,heat,districtHeat,h4852,genUp,0.083861933,
all,West,WestSouth,heat,districtHeat,h4853,genUp,0.102300209,
all,West,WestSouth,heat,districtHeat,h4854,genUp,0.083861933,
all,West,WestSouth,heat,districtHeat,h4855,genUp,0.085119873,
all,West,WestSouth,heat,districtHeat,h4856,genUp,0.085119873,
all,West,WestSouth,heat,districtHeat,h4857,genUp,0.07279872,
all,West,WestSouth,heat,districtHeat,h4858,genUp,0.069067735,
all,West,WestSouth,heat,districtHeat,h4859,genUp,0.062863705,
all,West,WestSouth,heat,districtHeat,h4860,genUp,0.064208552,
all,West,WestSouth,heat,districtHeat,h4861,genUp,0.064208552,
all,West,WestSouth,heat,districtHeat,h4862,genUp,0.064208552,
all,West,WestSouth,heat,districtHeat,h4863,genUp,0.067939537,
all,West,WestSouth,heat,districtHeat,h4864,genUp,0.064208552,
all,West,WestSouth,heat,districtHeat,h4865,genUp,0.070325675,
all,West,WestSouth,heat,districtHeat,h4866,genUp,0.076529705,
all,West,WestSouth,heat,districtHeat,h4867,genUp,0.076529705,
all,West,WestSouth,heat,districtHeat,h4868,genUp,0.070325675,
all,West,WestSouth,heat,districtHeat,h4869,genUp,0.054273537,
all,West,WestSouth,heat,districtHeat,h4870,genUp,0.041952384,
all,West,WestSouth,heat,districtHeat,h4871,genUp,0.041952384,
all,West,WestSouth,heat,districtHeat,h4872,genUp,0.041952384,
all,West,WestSouth,heat,districtHeat,h4873,genUp,0.038221399,
all,West,WestSouth,heat,districtHeat,h4874,genUp,0.048156414,
all,West,WestSouth,heat,districtHeat,h4875,genUp,0.069067735,
all,West,WestSouth,heat,districtHeat,h4876,genUp,0.108504238,
all,West,WestSouth,heat,districtHeat,h4877,genUp,0.133059637,
all,West,WestSouth,heat,districtHeat,h4878,genUp,0.128287362,
all,West,WestSouth,heat,districtHeat,h4879,genUp,0.117224149,
all,West,WestSouth,heat,districtHeat,h4880,genUp,0.107376041,
all,West,WestSouth,heat,districtHeat,h4881,genUp,0.101172011,
all,West,WestSouth,heat,districtHeat,h4882,genUp,0.091236996,
all,West,WestSouth,heat,districtHeat,h4883,genUp,0.078915843,
all,West,WestSouth,heat,districtHeat,h4884,genUp,0.086377813,
all,West,WestSouth,heat,districtHeat,h4885,genUp,0.090108798,
all,West,WestSouth,heat,districtHeat,h4886,genUp,0.086377813,
all,West,WestSouth,heat,districtHeat,h4887,genUp,0.090108798,
all,West,WestSouth,heat,districtHeat,h4888,genUp,0.090108798,
all,West,WestSouth,heat,districtHeat,h4889,genUp,0.098698966,
all,West,WestSouth,heat,districtHeat,h4890,genUp,0.104902996,
all,West,WestSouth,heat,districtHeat,h4891,genUp,0.108633981,
all,West,WestSouth,heat,districtHeat,h4892,genUp,0.098698966,
all,West,WestSouth,heat,districtHeat,h4893,genUp,0.082646828,
all,West,WestSouth,heat,districtHeat,h4894,genUp,0.051800492,
all,West,WestSouth,heat,districtHeat,h4895,genUp,0.038221399,
all,West,WestSouth,heat,districtHeat,h4896,genUp,0.038221399,
all,West,WestSouth,heat,districtHeat,h4897,genUp,0.038221399,
all,West,WestSouth,heat,districtHeat,h4898,genUp,0.051887399,
all,West,WestSouth,heat,districtHeat,h4899,genUp,0.082646828,
