scenario,region_1,region_2,carrier_1,carrier_2,timestep_4,parameter,value,comment
all,East,EastSouth,heat,districtHeat,h0409,genUp,9.131026994,
all,East,EastSouth,heat,districtHeat,h0410,genUp,9.145641728,
all,East,EastSouth,heat,districtHeat,h0411,genUp,9.838995105,
all,East,EastSouth,heat,districtHeat,h0412,genUp,11.70291827,
all,East,EastSouth,heat,districtHeat,h0413,genUp,15.89569895,
all,East,EastSouth,heat,districtHeat,h0414,genUp,17.00690973,
all,East,EastSouth,heat,districtHeat,h0415,genUp,15.9942357,
all,East,EastSouth,heat,districtHeat,h0416,genUp,16.1811432,
all,East,EastSouth,heat,districtHeat,h0417,genUp,15.60105716,
all,East,EastSouth,heat,districtHeat,h0418,genUp,14.98177755,
all,East,EastSouth,heat,districtHeat,h0419,genUp,14.59578349,
all,East,EastSouth,heat,districtHeat,h0420,genUp,14.17203143,
all,East,EastSouth,heat,districtHeat,h0421,genUp,14.2525719,
all,East,EastSouth,heat,districtHeat,h0422,genUp,14.57151872,
all,East,EastSouth,heat,districtHeat,h0423,genUp,14.98790031,
all,East,EastSouth,heat,districtHeat,h0424,genUp,15.45743218,
all,East,EastSouth,heat,districtHeat,h0425,genUp,16.07127693,
all,East,EastSouth,heat,districtHeat,h0426,genUp,16.25293741,
all,East,EastSouth,heat,districtHeat,h0427,genUp,15.98848678,
all,East,EastSouth,heat,districtHeat,h0428,genUp,15.50034087,
all,East,EastSouth,heat,districtHeat,h0429,genUp,14.15847842,
all,East,EastSouth,heat,districtHeat,h0430,genUp,11.5339284,
all,East,EastSouth,heat,districtHeat,h0431,genUp,9.65049409,
all,East,EastSouth,heat,districtHeat,h0432,genUp,9.930875461,
all,East,EastSouth,heat,districtHeat,h0433,genUp,10.23123814,
all,East,EastSouth,heat,districtHeat,h0434,genUp,10.49200352,
all,East,EastSouth,heat,districtHeat,h0435,genUp,11.37947877,
all,East,EastSouth,heat,districtHeat,h0436,genUp,12.85256458,
all,East,EastSouth,heat,districtHeat,h0437,genUp,17.03431943,
all,East,EastSouth,heat,districtHeat,h0438,genUp,19.37434787,
all,East,EastSouth,heat,districtHeat,h0439,genUp,18.76500247,
all,East,EastSouth,heat,districtHeat,h0440,genUp,18.93432778,
all,East,EastSouth,heat,districtHeat,h0441,genUp,18.30115122,
all,East,EastSouth,heat,districtHeat,h0442,genUp,17.60273682,
all,East,EastSouth,heat,districtHeat,h0443,genUp,16.83802285,
all,East,EastSouth,heat,districtHeat,h0444,genUp,16.35677725,
all,East,EastSouth,heat,districtHeat,h0445,genUp,16.54315481,
all,East,EastSouth,heat,districtHeat,h0446,genUp,16.66869754,
all,East,EastSouth,heat,districtHeat,h0447,genUp,17.01949733,
all,East,EastSouth,heat,districtHeat,h0448,genUp,17.64358368,
all,East,EastSouth,heat,districtHeat,h0449,genUp,18.08600955,
all,East,EastSouth,heat,districtHeat,h0450,genUp,18.19293825,
all,East,EastSouth,heat,districtHeat,h0451,genUp,17.8929793,
all,East,EastSouth,heat,districtHeat,h0452,genUp,17.02645742,
all,East,EastSouth,heat,districtHeat,h0453,genUp,15.59121928,
all,East,EastSouth,heat,districtHeat,h0454,genUp,12.7231421,
all,East,EastSouth,heat,districtHeat,h0455,genUp,10.50930154,
all,East,EastSouth,heat,districtHeat,h0456,genUp,10.48388538,
all,East,EastSouth,heat,districtHeat,h0457,genUp,10.85457681,
all,East,EastSouth,heat,districtHeat,h0458,genUp,11.12008917,
all,East,EastSouth,heat,districtHeat,h0459,genUp,11.93248869,
all,East,EastSouth,heat,districtHeat,h0460,genUp,13.4191275,
all,East,EastSouth,heat,districtHeat,h0461,genUp,17.67052322,
all,East,EastSouth,heat,districtHeat,h0462,genUp,20.02847779,
all,East,EastSouth,heat,districtHeat,h0463,genUp,19.48908732,
all,East,EastSouth,heat,districtHeat,h0464,genUp,19.72911522,
all,East,EastSouth,heat,districtHeat,h0465,genUp,19.00837166,
all,East,EastSouth,heat,districtHeat,h0466,genUp,18.2396285,
all,East,EastSouth,heat,districtHeat,h0467,genUp,17.47016756,
all,East,EastSouth,heat,districtHeat,h0468,genUp,17.06840071,
all,East,EastSouth,heat,districtHeat,h0469,genUp,17.15771733,
all,East,EastSouth,heat,districtHeat,h0470,genUp,17.29678318,
all,East,EastSouth,heat,districtHeat,h0471,genUp,17.68240341,
all,East,EastSouth,heat,districtHeat,h0472,genUp,18.3464011,
all,East,EastSouth,heat,districtHeat,h0473,genUp,18.6258403,
all,East,EastSouth,heat,districtHeat,h0474,genUp,18.62727586,
all,East,EastSouth,heat,districtHeat,h0475,genUp,18.30058473,
all,East,EastSouth,heat,districtHeat,h0476,genUp,17.58789954,
all,East,EastSouth,heat,districtHeat,h0477,genUp,16.00725692,
all,East,EastSouth,heat,districtHeat,h0478,genUp,13.17874714,
all,East,EastSouth,heat,districtHeat,h0479,genUp,10.96084751,
all,East,EastSouth,heat,districtHeat,h0480,genUp,11.18373534,
all,East,EastSouth,heat,districtHeat,h0481,genUp,11.49253022,
all,East,EastSouth,heat,districtHeat,h0482,genUp,11.78037173,
all,East,EastSouth,heat,districtHeat,h0483,genUp,12.6100095,
all,East,EastSouth,heat,districtHeat,h0484,genUp,13.964423,
all,East,EastSouth,heat,districtHeat,h0485,genUp,18.12949944,
all,East,EastSouth,heat,districtHeat,h0486,genUp,20.56287368,
all,East,EastSouth,heat,districtHeat,h0487,genUp,19.93519843,
all,East,EastSouth,heat,districtHeat,h0488,genUp,20.43124475,
all,East,EastSouth,heat,districtHeat,h0489,genUp,19.66690461,
all,East,EastSouth,heat,districtHeat,h0490,genUp,18.90325236,
all,East,EastSouth,heat,districtHeat,h0491,genUp,18.16861185,
all,East,EastSouth,heat,districtHeat,h0492,genUp,17.74485979,
all,East,EastSouth,heat,districtHeat,h0493,genUp,17.71072725,
all,East,EastSouth,heat,districtHeat,h0494,genUp,17.89410747,
all,East,EastSouth,heat,districtHeat,h0495,genUp,18.25774248,
all,East,EastSouth,heat,districtHeat,h0496,genUp,18.87374057,
all,East,EastSouth,heat,districtHeat,h0497,genUp,19.13893887,
all,East,EastSouth,heat,districtHeat,h0498,genUp,19.09606007,
all,East,EastSouth,heat,districtHeat,h0499,genUp,18.76462197,
all,East,EastSouth,heat,districtHeat,h0500,genUp,17.95962282,
all,East,EastSouth,heat,districtHeat,h0501,genUp,16.31708364,
all,East,EastSouth,heat,districtHeat,h0502,genUp,13.71892183,
all,East,EastSouth,heat,districtHeat,h0503,genUp,11.56360665,
all,East,EastSouth,heat,districtHeat,h0504,genUp,11.32511064,
all,East,EastSouth,heat,districtHeat,h0505,genUp,11.5899351,
all,East,EastSouth,heat,districtHeat,h0506,genUp,11.87743267,
all,East,EastSouth,heat,districtHeat,h0507,genUp,12.7118174,
all,East,EastSouth,heat,districtHeat,h0508,genUp,14.04424569,
all,East,EastSouth,heat,districtHeat,h0509,genUp,18.18224601,
all,East,EastSouth,heat,districtHeat,h0510,genUp,20.65044068,
all,East,EastSouth,heat,districtHeat,h0511,genUp,19.96121282,
all,East,EastSouth,heat,districtHeat,h0512,genUp,20.5587231,
all,East,EastSouth,heat,districtHeat,h0513,genUp,19.75481556,
all,East,EastSouth,heat,districtHeat,h0514,genUp,18.97358112,
all,East,EastSouth,heat,districtHeat,h0515,genUp,18.2565228,
all,East,EastSouth,heat,districtHeat,h0516,genUp,17.81518855,
all,East,EastSouth,heat,districtHeat,h0517,genUp,17.80304122,
all,East,EastSouth,heat,districtHeat,h0518,genUp,17.98676538,
all,East,EastSouth,heat,districtHeat,h0519,genUp,18.32807124,
all,East,EastSouth,heat,districtHeat,h0520,genUp,18.94406933,
all,East,EastSouth,heat,districtHeat,h0521,genUp,19.20926763,
all,East,EastSouth,heat,districtHeat,h0522,genUp,19.16638883,
all,East,EastSouth,heat,districtHeat,h0523,genUp,18.79063637,
all,East,EastSouth,heat,districtHeat,h0524,genUp,17.96805502,
all,East,EastSouth,heat,districtHeat,h0525,genUp,16.32991886,
all,East,EastSouth,heat,districtHeat,h0526,genUp,13.7716684,
all,East,EastSouth,heat,districtHeat,h0527,genUp,11.63868238,
all,East,EastSouth,heat,districtHeat,h0528,genUp,11.14013876,
all,East,EastSouth,heat,districtHeat,h0529,genUp,11.41376926,
all,East,EastSouth,heat,districtHeat,h0530,genUp,11.73677515,
all,East,EastSouth,heat,districtHeat,h0531,genUp,12.51841331,
all,East,EastSouth,heat,districtHeat,h0532,genUp,13.890409,
all,East,EastSouth,heat,districtHeat,h0533,genUp,18.07747065,
all,East,EastSouth,heat,districtHeat,h0534,genUp,20.82732431,
all,East,EastSouth,heat,districtHeat,h0535,genUp,20.05458852,
all,East,EastSouth,heat,districtHeat,h0536,genUp,20.53745567,
all,East,EastSouth,heat,districtHeat,h0537,genUp,19.77311553,
all,East,EastSouth,heat,districtHeat,h0538,genUp,19.05780683,
all,East,EastSouth,heat,districtHeat,h0539,genUp,18.34074851,
all,East,EastSouth,heat,districtHeat,h0540,genUp,17.92139947,
all,East,EastSouth,heat,districtHeat,h0541,genUp,17.78177379,
all,East,EastSouth,heat,districtHeat,h0542,genUp,18.01349756,
all,East,EastSouth,heat,districtHeat,h0543,genUp,18.3639534,
all,East,EastSouth,heat,districtHeat,h0544,genUp,18.97554847,
all,East,EastSouth,heat,districtHeat,h0545,genUp,19.17482103,
all,East,EastSouth,heat,districtHeat,h0546,genUp,19.23743537,
all,East,EastSouth,heat,districtHeat,h0547,genUp,18.81368331,
all,East,EastSouth,heat,districtHeat,h0548,genUp,17.99110196,
all,East,EastSouth,heat,districtHeat,h0549,genUp,16.33063664,
all,East,EastSouth,heat,districtHeat,h0550,genUp,13.78081839,
all,East,EastSouth,heat,districtHeat,h0551,genUp,11.58593581,
all,East,EastSouth,heat,districtHeat,h0552,genUp,11.13717131,
all,East,EastSouth,heat,districtHeat,h0553,genUp,11.37123441,
all,East,EastSouth,heat,districtHeat,h0554,genUp,11.72940468,
all,East,EastSouth,heat,districtHeat,h0555,genUp,12.36563835,
all,East,EastSouth,heat,districtHeat,h0556,genUp,13.84312718,
all,East,EastSouth,heat,districtHeat,h0557,genUp,18.23536641,
all,East,EastSouth,heat,districtHeat,h0558,genUp,20.45300741,
all,East,EastSouth,heat,districtHeat,h0559,genUp,19.50004671,
all,East,EastSouth,heat,districtHeat,h0560,genUp,19.66274921,
all,East,EastSouth,heat,districtHeat,h0561,genUp,19.16688888,
all,East,EastSouth,heat,districtHeat,h0562,genUp,18.36807225,
all,East,EastSouth,heat,districtHeat,h0563,genUp,17.96274638,
all,East,EastSouth,heat,districtHeat,h0564,genUp,17.52615909,
all,East,EastSouth,heat,districtHeat,h0565,genUp,17.4216978,
all,East,EastSouth,heat,districtHeat,h0566,genUp,17.26695734,
all,East,EastSouth,heat,districtHeat,h0567,genUp,17.48959089,
all,East,EastSouth,heat,districtHeat,h0568,genUp,18.26382869,
all,East,EastSouth,heat,districtHeat,h0569,genUp,18.70010191,
all,East,EastSouth,heat,districtHeat,h0570,genUp,18.72314885,
all,East,EastSouth,heat,districtHeat,h0571,genUp,18.43971036,
all,East,EastSouth,heat,districtHeat,h0572,genUp,17.73580132,
all,East,EastSouth,heat,districtHeat,h0573,genUp,16.1855761,
all,East,EastSouth,heat,districtHeat,h0574,genUp,13.79471534,
all,East,EastSouth,heat,districtHeat,h0575,genUp,11.64449107,
all,East,EastSouth,heat,districtHeat,h0576,genUp,10.53734973,
all,East,EastSouth,heat,districtHeat,h0577,genUp,10.82013022,
all,East,EastSouth,heat,districtHeat,h0578,genUp,10.87465629,
all,East,EastSouth,heat,districtHeat,h0579,genUp,11.63430925,
all,East,EastSouth,heat,districtHeat,h0580,genUp,13.50335321,
all,East,EastSouth,heat,districtHeat,h0581,genUp,18.22912411,
all,East,EastSouth,heat,districtHeat,h0582,genUp,19.55447646,
all,East,EastSouth,heat,districtHeat,h0583,genUp,18.39970935,
all,East,EastSouth,heat,districtHeat,h0584,genUp,18.65731944,
all,East,EastSouth,heat,districtHeat,h0585,genUp,18.02448683,
all,East,EastSouth,heat,districtHeat,h0586,genUp,17.34365462,
all,East,EastSouth,heat,districtHeat,h0587,genUp,16.92583747,
all,East,EastSouth,heat,districtHeat,h0588,genUp,16.44933884,
all,East,EastSouth,heat,districtHeat,h0589,genUp,16.48590889,
all,East,EastSouth,heat,districtHeat,h0590,genUp,16.75245309,
all,East,EastSouth,heat,districtHeat,h0591,genUp,17.18641686,
all,East,EastSouth,heat,districtHeat,h0592,genUp,17.76250361,
all,East,EastSouth,heat,districtHeat,h0593,genUp,18.3760044,
all,East,EastSouth,heat,districtHeat,h0594,genUp,18.48293311,
all,East,EastSouth,heat,districtHeat,h0595,genUp,18.19140636,
all,East,EastSouth,heat,districtHeat,h0596,genUp,17.6017965,
all,East,EastSouth,heat,districtHeat,h0597,genUp,16.10431785,
all,East,EastSouth,heat,districtHeat,h0598,genUp,13.37286901,
all,East,EastSouth,heat,districtHeat,h0599,genUp,11.18573074,
all,East,EastSouth,heat,districtHeat,h0600,genUp,9.833814527,
all,East,EastSouth,heat,districtHeat,h0601,genUp,10.15175939,
all,East,EastSouth,heat,districtHeat,h0602,genUp,10.41252478,
all,East,EastSouth,heat,districtHeat,h0603,genUp,11.27767087,
all,East,EastSouth,heat,districtHeat,h0604,genUp,12.75550364,
all,East,EastSouth,heat,districtHeat,h0605,genUp,16.87536195,
all,East,EastSouth,heat,districtHeat,h0606,genUp,19.19306123,
all,East,EastSouth,heat,districtHeat,h0607,genUp,18.56173062,
all,East,EastSouth,heat,districtHeat,h0608,genUp,18.75304114,
all,East,EastSouth,heat,districtHeat,h0609,genUp,18.12020853,
all,East,EastSouth,heat,districtHeat,h0610,genUp,17.43903237,
all,East,EastSouth,heat,districtHeat,h0611,genUp,16.6567362,
all,East,EastSouth,heat,districtHeat,h0612,genUp,16.21540195,
all,East,EastSouth,heat,districtHeat,h0613,genUp,16.37945035,
all,East,EastSouth,heat,districtHeat,h0614,genUp,16.50499309,
all,East,EastSouth,heat,districtHeat,h0615,genUp,16.85579288,
all,East,EastSouth,heat,districtHeat,h0616,genUp,17.45789402,
all,East,EastSouth,heat,districtHeat,h0617,genUp,17.92230509,
all,East,EastSouth,heat,districtHeat,h0618,genUp,18.02923379,
all,East,EastSouth,heat,districtHeat,h0619,genUp,17.72961879,
all,East,EastSouth,heat,districtHeat,h0620,genUp,16.86309691,
all,East,EastSouth,heat,districtHeat,h0621,genUp,15.42751482,
all,East,EastSouth,heat,districtHeat,h0622,genUp,12.6213342,
all,East,EastSouth,heat,districtHeat,h0623,genUp,10.4298228,
all,East,EastSouth,heat,districtHeat,h0624,genUp,9.303133765,
all,East,EastSouth,heat,districtHeat,h0625,genUp,9.656243009,
all,East,EastSouth,heat,districtHeat,h0626,genUp,9.899426207,
all,East,EastSouth,heat,districtHeat,h0627,genUp,10.67225833,
all,East,EastSouth,heat,districtHeat,h0628,genUp,12.04388018,
all,East,EastSouth,heat,districtHeat,h0629,genUp,15.89382311,
all,East,EastSouth,heat,districtHeat,h0630,genUp,18.05187701,
all,East,EastSouth,heat,districtHeat,h0631,genUp,17.58828004,
all,East,EastSouth,heat,districtHeat,h0632,genUp,17.72684399,
all,East,EastSouth,heat,districtHeat,h0633,genUp,17.12074356,
all,East,EastSouth,heat,districtHeat,h0634,genUp,16.40914998,
all,East,EastSouth,heat,districtHeat,h0635,genUp,15.68434735,
all,East,EastSouth,heat,districtHeat,h0636,genUp,15.29575967,
all,East,EastSouth,heat,districtHeat,h0637,genUp,15.4466289,
all,East,EastSouth,heat,districtHeat,h0638,genUp,15.602933,
all,East,EastSouth,heat,districtHeat,h0639,genUp,15.96656801,
all,East,EastSouth,heat,districtHeat,h0640,genUp,16.59908656,
all,East,EastSouth,heat,districtHeat,h0641,genUp,16.86569053,
all,East,EastSouth,heat,districtHeat,h0642,genUp,16.88470829,
all,East,EastSouth,heat,districtHeat,h0643,genUp,16.58474934,
all,East,EastSouth,heat,districtHeat,h0644,genUp,15.96912508,
all,East,EastSouth,heat,districtHeat,h0645,genUp,14.50787254,
all,East,EastSouth,heat,districtHeat,h0646,genUp,11.85256115,
all,East,EastSouth,heat,districtHeat,h0647,genUp,9.824410259,
all,East,EastSouth,heat,districtHeat,h0648,genUp,8.905740044,
all,East,EastSouth,heat,districtHeat,h0649,genUp,9.236520132,
all,East,EastSouth,heat,districtHeat,h0650,genUp,9.479703331,
all,East,EastSouth,heat,districtHeat,h0651,genUp,10.21296805,
all,East,EastSouth,heat,districtHeat,h0652,genUp,11.5003642,
all,East,EastSouth,heat,districtHeat,h0653,genUp,15.18694662,
all,East,EastSouth,heat,districtHeat,h0654,genUp,17.26043086,
all,East,EastSouth,heat,districtHeat,h0655,genUp,16.80598388,
all,East,EastSouth,heat,districtHeat,h0656,genUp,16.96687698,
all,East,EastSouth,heat,districtHeat,h0657,genUp,16.36077655,
all,East,EastSouth,heat,districtHeat,h0658,genUp,15.68434735,
all,East,EastSouth,heat,districtHeat,h0659,genUp,14.97712691,
all,East,EastSouth,heat,districtHeat,h0660,genUp,14.65043579,
all,East,EastSouth,heat,districtHeat,h0661,genUp,14.77931981,
all,East,EastSouth,heat,districtHeat,h0662,genUp,14.95760911,
all,East,EastSouth,heat,districtHeat,h0663,genUp,15.32124413,
all,East,EastSouth,heat,districtHeat,h0664,genUp,15.90944831,
all,East,EastSouth,heat,districtHeat,h0665,genUp,16.17605228,
all,East,EastSouth,heat,districtHeat,h0666,genUp,16.17274088,
all,East,EastSouth,heat,districtHeat,h0667,genUp,15.89070807,
all,East,EastSouth,heat,districtHeat,h0668,genUp,15.31465121,
all,East,EastSouth,heat,districtHeat,h0669,genUp,13.92004219,
all,East,EastSouth,heat,districtHeat,h0670,genUp,11.34455349,
all,East,EastSouth,heat,districtHeat,h0671,genUp,9.404687382,
all,East,EastSouth,heat,districtHeat,h0672,genUp,9.099861911,
all,East,EastSouth,heat,districtHeat,h0673,genUp,9.470553345,
all,East,EastSouth,heat,districtHeat,h0674,genUp,9.696154354,
all,East,EastSouth,heat,districtHeat,h0675,genUp,10.46898647,
all,East,EastSouth,heat,districtHeat,h0676,genUp,11.80069698,
all,East,EastSouth,heat,districtHeat,h0677,genUp,15.6066695,
all,East,EastSouth,heat,districtHeat,h0678,genUp,17.70248289,
all,East,EastSouth,heat,districtHeat,h0679,genUp,17.24328894,
all,East,EastSouth,heat,districtHeat,h0680,genUp,17.40418205,
all,East,EastSouth,heat,districtHeat,h0681,genUp,16.75376725,
all,East,EastSouth,heat,districtHeat,h0682,genUp,16.08208502,
all,East,EastSouth,heat,districtHeat,h0683,genUp,15.3792676,
all,East,EastSouth,heat,districtHeat,h0684,genUp,14.99067992,
all,East,EastSouth,heat,districtHeat,h0685,genUp,15.15913134,
all,East,EastSouth,heat,districtHeat,h0686,genUp,15.31543543,
all,East,EastSouth,heat,districtHeat,h0687,genUp,15.67907045,
all,East,EastSouth,heat,districtHeat,h0688,genUp,16.311589,
all,East,EastSouth,heat,districtHeat,h0689,genUp,16.55586381,
all,East,EastSouth,heat,districtHeat,h0690,genUp,16.57488157,
all,East,EastSouth,heat,districtHeat,h0691,genUp,16.27526656,
all,East,EastSouth,heat,districtHeat,h0692,genUp,15.69920971,
all,East,EastSouth,heat,districtHeat,h0693,genUp,14.26028632,
all,East,EastSouth,heat,districtHeat,h0694,genUp,11.62730409,
all,East,EastSouth,heat,districtHeat,h0695,genUp,9.59880925,
all,East,EastSouth,heat,districtHeat,h0696,genUp,9.427988603,
all,East,EastSouth,heat,districtHeat,h0697,genUp,9.815918279,
all,East,EastSouth,heat,districtHeat,h0698,genUp,10.11659501,
all,East,EastSouth,heat,districtHeat,h0699,genUp,10.80151619,
all,East,EastSouth,heat,districtHeat,h0700,genUp,12.23028763,
all,East,EastSouth,heat,districtHeat,h0701,genUp,16.253085,
all,East,EastSouth,heat,districtHeat,h0702,genUp,18.78985881,
all,East,EastSouth,heat,districtHeat,h0703,genUp,18.21602174,
all,East,EastSouth,heat,districtHeat,h0704,genUp,18.26667474,
all,East,EastSouth,heat,districtHeat,h0705,genUp,17.58109556,
all,East,EastSouth,heat,districtHeat,h0706,genUp,16.95741294,
all,East,EastSouth,heat,districtHeat,h0707,genUp,16.21028115,
all,East,EastSouth,heat,districtHeat,h0708,genUp,15.75136471,
all,East,EastSouth,heat,districtHeat,h0709,genUp,15.85423434,
all,East,EastSouth,heat,districtHeat,h0710,genUp,16.02337365,
all,East,EastSouth,heat,districtHeat,h0711,genUp,16.39175564,
all,East,EastSouth,heat,districtHeat,h0712,genUp,17.0462594,
all,East,EastSouth,heat,districtHeat,h0713,genUp,17.30002815,
all,East,EastSouth,heat,districtHeat,h0714,genUp,17.34946331,
all,East,EastSouth,heat,districtHeat,h0715,genUp,17.04984831,
all,East,EastSouth,heat,districtHeat,h0716,genUp,16.42104488,
all,East,EastSouth,heat,districtHeat,h0717,genUp,14.91547798,
all,East,EastSouth,heat,districtHeat,h0718,genUp,12.22394048,
all,East,EastSouth,heat,districtHeat,h0719,genUp,10.0368321,
all,East,EastSouth,heat,districtHeat,h0720,genUp,9.778100503,
all,East,EastSouth,heat,districtHeat,h0721,genUp,9.99055223,
all,East,EastSouth,heat,districtHeat,h0722,genUp,10.44946867,
all,East,EastSouth,heat,districtHeat,h0723,genUp,11.10362848,
all,East,EastSouth,heat,districtHeat,h0724,genUp,12.59429648,
