timestep_2,carrier_1,parameter,value
h4476,electricity,dem,72.2443299
h4477,electricity,dem,71.85051546
h4478,electricity,dem,70.50206186
h4479,electricity,dem,69.36082474
h4480,electricity,dem,67.58762887
h4481,electricity,dem,66.54536082
h4482,electricity,dem,65.7443299
h4483,electricity,dem,64.79278351
h4484,electricity,dem,62.24123711
h4485,electricity,dem,59.90618557
h4486,electricity,dem,58.06804124
h4487,electricity,dem,53.66082474
h4488,electricity,dem,50.03608247
h4489,electricity,dem,48.04329897
h4490,electricity,dem,46.87835052
h4491,electricity,dem,47.05876289
h4492,electricity,dem,47.90618557
h4493,electricity,dem,50.6443299
h4494,electricity,dem,58.70515464
h4495,electricity,dem,65.31134021
h4496,electricity,dem,68.92164948
h4497,electricity,dem,70.30721649
h4498,electricity,dem,72.13814433
h4499,electricity,dem,73.64536082
h4500,electricity,dem,73.13092784
h4501,electricity,dem,72.73402062
h4502,electricity,dem,71.6443299
h4503,electricity,dem,70.49896907
h4504,electricity,dem,69.11546392
h4505,electricity,dem,68.48247423
h4506,electricity,dem,67.35979381
h4507,electricity,dem,66.46082474
h4508,electricity,dem,63.78247423
h4509,electricity,dem,61.56494845
h4510,electricity,dem,58.87835052
h4511,electricity,dem,54.58453608
h4512,electricity,dem,51.04742268
h4513,electricity,dem,49.19072165
h4514,electricity,dem,48.08762887
h4515,electricity,dem,47.94845361
h4516,electricity,dem,48.87216495
h4517,electricity,dem,51.66597938
h4518,electricity,dem,59.63608247
h4519,electricity,dem,65.80206186
h4520,electricity,dem,68.66597938
h4521,electricity,dem,69.76804124
h4522,electricity,dem,71.32989691
h4523,electricity,dem,72.83505155
h4524,electricity,dem,71.90618557
h4525,electricity,dem,71.11752577
h4526,electricity,dem,70.0443299
h4527,electricity,dem,68.81546392
h4528,electricity,dem,67.2443299
h4529,electricity,dem,66.46494845
h4530,electricity,dem,65.78350515
h4531,electricity,dem,64.43505155
h4532,electricity,dem,61.68865979
h4533,electricity,dem,59.52989691
h4534,electricity,dem,57.25154639
h4535,electricity,dem,52.89484536
h4536,electricity,dem,49.40721649
h4537,electricity,dem,47.63092784
h4538,electricity,dem,46.64329897
h4539,electricity,dem,46.68556701
h4540,electricity,dem,47.75979381
h4541,electricity,dem,50.41546392
h4542,electricity,dem,57.84639175
h4543,electricity,dem,64.18350515
h4544,electricity,dem,67.57113402
h4545,electricity,dem,69.02474227
h4546,electricity,dem,70.49587629
h4547,electricity,dem,71.96804124
h4548,electricity,dem,71.13298969
h4549,electricity,dem,70.44742268
h4550,electricity,dem,69.20618557
h4551,electricity,dem,67.82164948
h4552,electricity,dem,66.15876289
h4553,electricity,dem,65.89278351
h4554,electricity,dem,65.13195876
h4555,electricity,dem,63.77835052
h4556,electricity,dem,61.19484536
h4557,electricity,dem,58.94639175
h4558,electricity,dem,57.10103093
h4559,electricity,dem,52.86494845
h4560,electricity,dem,49.60618557
h4561,electricity,dem,47.61752577
h4562,electricity,dem,46.68969072
h4563,electricity,dem,46.83917526
h4564,electricity,dem,47.75876289
h4565,electricity,dem,50.31030928
h4566,electricity,dem,57.93505155
h4567,electricity,dem,63.98556701
h4568,electricity,dem,67.57010309
h4569,electricity,dem,68.5556701
h4570,electricity,dem,69.93608247
h4571,electricity,dem,70.72886598
h4572,electricity,dem,69.97731959
h4573,electricity,dem,68.7628866
h4574,electricity,dem,66.93402062
h4575,electricity,dem,65.43195876
h4576,electricity,dem,64.09278351
h4577,electricity,dem,63.26185567
h4578,electricity,dem,62.13195876
h4579,electricity,dem,60.71443299
h4580,electricity,dem,58.00309278
h4581,electricity,dem,55.81237113
h4582,electricity,dem,54.42474227
h4583,electricity,dem,50.73092784
h4584,electricity,dem,47.38350515
h4585,electricity,dem,45.02474227
h4586,electricity,dem,43.48762887
h4587,electricity,dem,43.12474227
h4588,electricity,dem,42.90309278
h4589,electricity,dem,42.67010309
h4590,electricity,dem,44.91546392
h4591,electricity,dem,48.75670103
h4592,electricity,dem,53.14123711
h4593,electricity,dem,56.21340206
h4594,electricity,dem,58.06494845
h4595,electricity,dem,59.02061856
h4596,electricity,dem,57.98041237
h4597,electricity,dem,56.27731959
h4598,electricity,dem,54.42886598
h4599,electricity,dem,53.50927835
h4600,electricity,dem,52.8742268
h4601,electricity,dem,53.16082474
h4602,electricity,dem,53.03298969
h4603,electricity,dem,52.22371134
h4604,electricity,dem,50.19896907
h4605,electricity,dem,48.77835052
h4606,electricity,dem,48.41752577
h4607,electricity,dem,45.59690722
h4608,electricity,dem,42.72680412
h4609,electricity,dem,40.5556701
h4610,electricity,dem,39.40618557
h4611,electricity,dem,38.66804124
h4612,electricity,dem,38.34742268
h4613,electricity,dem,37.8443299
h4614,electricity,dem,38.76082474
h4615,electricity,dem,41.18969072
h4616,electricity,dem,44.63505155
h4617,electricity,dem,47.99587629
h4618,electricity,dem,50.5556701
h4619,electricity,dem,52.65670103
h4620,electricity,dem,52.43298969
h4621,electricity,dem,50.8742268
h4622,electricity,dem,49.41958763
h4623,electricity,dem,48.79381443
h4624,electricity,dem,48.81546392
h4625,electricity,dem,50.02886598
h4626,electricity,dem,51.19793814
h4627,electricity,dem,51.19896907
h4628,electricity,dem,50.51237113
h4629,electricity,dem,50.19484536
h4630,electricity,dem,50.28762887
h4631,electricity,dem,47.04536082
h4632,electricity,dem,44.4814433
h4633,electricity,dem,43.02989691
h4634,electricity,dem,42.23195876
h4635,electricity,dem,42.49278351
h4636,electricity,dem,43.90309278
h4637,electricity,dem,47.52371134
h4638,electricity,dem,56.38350515
h4639,electricity,dem,63.37628866
h4640,electricity,dem,66.97731959
h4641,electricity,dem,68.67835052
h4642,electricity,dem,70.25051546
h4643,electricity,dem,71.99484536
h4644,electricity,dem,71.65979381
h4645,electricity,dem,70.74845361
h4646,electricity,dem,69.63814433
h4647,electricity,dem,68.30412371
h4648,electricity,dem,66.70103093
h4649,electricity,dem,66.52989691
h4650,electricity,dem,65.88969072
h4651,electricity,dem,64.78041237
h4652,electricity,dem,62.19175258
h4653,electricity,dem,59.78969072
h4654,electricity,dem,56.58556701
h4655,electricity,dem,52.23814433
h4656,electricity,dem,49.23195876
h4657,electricity,dem,47.1
h4658,electricity,dem,45.91030928
h4659,electricity,dem,46.11134021
h4660,electricity,dem,47.21134021
h4661,electricity,dem,50.44742268
h4662,electricity,dem,58.4371134
h4663,electricity,dem,65.03402062
h4664,electricity,dem,68.74020619
h4665,electricity,dem,69.92371134
h4666,electricity,dem,71.39896907
h4667,electricity,dem,73.06701031
h4668,electricity,dem,72.18453608
h4669,electricity,dem,71.43608247
h4670,electricity,dem,70.39484536
h4671,electricity,dem,69.30103093
h4672,electricity,dem,67.41752577
h4673,electricity,dem,66.7556701
h4674,electricity,dem,65.85360825
h4675,electricity,dem,64.80412371
h4676,electricity,dem,62.02371134
h4677,electricity,dem,59.98969072
h4678,electricity,dem,57.44948454
h4679,electricity,dem,52.91649485
h4680,electricity,dem,49.45670103
h4681,electricity,dem,47.48659794
h4682,electricity,dem,46.61237113
h4683,electricity,dem,46.79793814
h4684,electricity,dem,47.78041237
h4685,electricity,dem,50.55979381
h4686,electricity,dem,58.31546392
h4687,electricity,dem,64.9257732
h4688,electricity,dem,68.20103093
h4689,electricity,dem,69.22474227
h4690,electricity,dem,71.08247423
h4691,electricity,dem,72.70618557
h4692,electricity,dem,71.79896907
h4693,electricity,dem,71.12164948
h4694,electricity,dem,69.95463918
h4695,electricity,dem,68.6628866
h4696,electricity,dem,67.15051546
h4697,electricity,dem,66.50412371
h4698,electricity,dem,65.80103093
h4699,electricity,dem,64.93608247
h4700,electricity,dem,62.47216495
h4701,electricity,dem,60.59072165
h4702,electricity,dem,58.15670103
h4703,electricity,dem,53.52783505
h4704,electricity,dem,49.92474227
h4705,electricity,dem,47.89484536
h4706,electricity,dem,46.68865979
h4707,electricity,dem,46.81958763
h4708,electricity,dem,47.6443299
h4709,electricity,dem,50.67731959
h4710,electricity,dem,58.49072165
h4711,electricity,dem,64.87628866
h4712,electricity,dem,68.51752577
h4713,electricity,dem,70.0257732
h4714,electricity,dem,71.70412371
h4715,electricity,dem,72.9628866
h4716,electricity,dem,72.3742268
h4717,electricity,dem,71.76597938
h4718,electricity,dem,70.61546392
h4719,electricity,dem,69.48762887
h4720,electricity,dem,67.85979381
h4721,electricity,dem,67.09484536
h4722,electricity,dem,65.92989691
h4723,electricity,dem,64.91340206
h4724,electricity,dem,62.85979381
h4725,electricity,dem,60.9185567
h4726,electricity,dem,58.6556701
h4727,electricity,dem,54.37731959
h4728,electricity,dem,50.84123711
h4729,electricity,dem,48.62164948
h4730,electricity,dem,47.34639175
h4731,electricity,dem,47.32783505
h4732,electricity,dem,48.39381443
h4733,electricity,dem,51.5
h4734,electricity,dem,59.1628866
h4735,electricity,dem,65.57628866
h4736,electricity,dem,69.24020619
h4737,electricity,dem,70.95257732
h4738,electricity,dem,72.65051546
h4739,electricity,dem,73.6556701
h4740,electricity,dem,72.50206186
h4741,electricity,dem,71.1742268
h4742,electricity,dem,69.5257732
h4743,electricity,dem,68.21649485
h4744,electricity,dem,66.8628866
h4745,electricity,dem,66.02268041
h4746,electricity,dem,64.97010309
h4747,electricity,dem,63.15876289
h4748,electricity,dem,60.02783505
h4749,electricity,dem,57.92680412
h4750,electricity,dem,56.28762887
h4751,electricity,dem,52.42989691
h4752,electricity,dem,48.85979381
h4753,electricity,dem,46.23402062
h4754,electricity,dem,44.83608247
h4755,electricity,dem,44.26597938
h4756,electricity,dem,44.17113402
h4757,electricity,dem,44.15360825
h4758,electricity,dem,46.30309278
h4759,electricity,dem,50.05773196
h4760,electricity,dem,54.20721649
h4761,electricity,dem,57.85670103
h4762,electricity,dem,60.28247423
h4763,electricity,dem,61.22783505
h4764,electricity,dem,59.55360825
h4765,electricity,dem,57.12164948
h4766,electricity,dem,55.39484536
h4767,electricity,dem,54.11237113
h4768,electricity,dem,53.12061856
h4769,electricity,dem,53.58865979
h4770,electricity,dem,53.78247423
h4771,electricity,dem,52.43298969
h4772,electricity,dem,50.07113402
h4773,electricity,dem,48.89793814
h4774,electricity,dem,48.57628866
h4775,electricity,dem,45.72989691
h4776,electricity,dem,42.89793814
h4777,electricity,dem,40.93814433
h4778,electricity,dem,39.72989691
h4779,electricity,dem,38.9628866
h4780,electricity,dem,38.84123711
h4781,electricity,dem,38.7257732
h4782,electricity,dem,39.44226804
h4783,electricity,dem,41.99896907
h4784,electricity,dem,45.50103093
h4785,electricity,dem,48.41958763
h4786,electricity,dem,50.8
h4787,electricity,dem,53.09175258
h4788,electricity,dem,52.99793814
h4789,electricity,dem,51.52783505
h4790,electricity,dem,50.19793814
h4791,electricity,dem,49.73402062
h4792,electricity,dem,49.30309278
h4793,electricity,dem,50.05463918
h4794,electricity,dem,50.99278351
h4795,electricity,dem,50.78247423
h4796,electricity,dem,49.89793814
h4797,electricity,dem,49.93814433
h4798,electricity,dem,50.57731959
h4799,electricity,dem,47.63402062
h4800,electricity,dem,45.15051546
h4801,electricity,dem,43.33608247
h4802,electricity,dem,42.34845361
h4803,electricity,dem,42.29175258
h4804,electricity,dem,43.7556701
h4805,electricity,dem,47.60206186
h4806,electricity,dem,55.99690722
h4807,electricity,dem,62.84329897
h4808,electricity,dem,66.64845361
h4809,electricity,dem,68.03814433
h4810,electricity,dem,70.00927835
h4811,electricity,dem,71.43505155
h4812,electricity,dem,70.91958763
h4813,electricity,dem,70.19896907
h4814,electricity,dem,69.08969072
h4815,electricity,dem,68.07525773
h4816,electricity,dem,66.69690722
h4817,electricity,dem,66.24639175
h4818,electricity,dem,65.58659794
h4819,electricity,dem,64.30721649
h4820,electricity,dem,61.74639175
h4821,electricity,dem,59.91958763
h4822,electricity,dem,57.75876289
h4823,electricity,dem,53.27010309
h4824,electricity,dem,49.89175258
h4825,electricity,dem,47.88865979
h4826,electricity,dem,47.19793814
h4827,electricity,dem,47.28453608
h4828,electricity,dem,48.3628866
h4829,electricity,dem,51.35051546
h4830,electricity,dem,59.06185567
h4831,electricity,dem,65.51649485
h4832,electricity,dem,69.27113402
h4833,electricity,dem,70.87731959
h4834,electricity,dem,72.64948454
h4835,electricity,dem,74.01443299
h4836,electricity,dem,73.33608247
h4837,electricity,dem,72.80824742
h4838,electricity,dem,71.40927835
h4839,electricity,dem,70.19896907
h4840,electricity,dem,68.44845361
h4841,electricity,dem,67.57216495
h4842,electricity,dem,66.48969072
h4843,electricity,dem,64.95051546
h4844,electricity,dem,62.24123711
h4845,electricity,dem,60.44742268
h4846,electricity,dem,58.43092784
h4847,electricity,dem,53.80618557
h4848,electricity,dem,50.41443299
h4849,electricity,dem,48.27216495
h4850,electricity,dem,47.23298969
h4851,electricity,dem,47.48865979
h4852,electricity,dem,48.25051546
h4853,electricity,dem,51.08041237
h4854,electricity,dem,58.65463918
h4855,electricity,dem,65.23814433
h4856,electricity,dem,68.87010309
h4857,electricity,dem,70.45773196
h4858,electricity,dem,72.35154639
h4859,electricity,dem,73.72783505
h4860,electricity,dem,72.86391753
h4861,electricity,dem,72.14742268
h4862,electricity,dem,71.09793814
h4863,electricity,dem,69.76494845
h4864,electricity,dem,68.33195876
h4865,electricity,dem,67.50824742
h4866,electricity,dem,66.38247423
h4867,electricity,dem,65.02680412
h4868,electricity,dem,61.99072165
h4869,electricity,dem,60.19072165
h4870,electricity,dem,57.6742268
h4871,electricity,dem,53.21649485
h4872,electricity,dem,50.02268041
h4873,electricity,dem,48.02371134
h4874,electricity,dem,46.89587629
h4875,electricity,dem,47.00515464
h4876,electricity,dem,48.0443299
h4877,electricity,dem,50.99896907
h4878,electricity,dem,58.19381443
h4879,electricity,dem,64.29072165
h4880,electricity,dem,67.80206186
h4881,electricity,dem,69.14226804
h4882,electricity,dem,70.59381443
h4883,electricity,dem,72.17525773
h4884,electricity,dem,71.47010309
h4885,electricity,dem,70.35979381
h4886,electricity,dem,69.20721649
h4887,electricity,dem,67.97835052
h4888,electricity,dem,66.61958763
h4889,electricity,dem,65.81030928
h4890,electricity,dem,64.81030928
h4891,electricity,dem,63.5742268
h4892,electricity,dem,60.7371134
h4893,electricity,dem,59.23092784
h4894,electricity,dem,57.05876289
h4895,electricity,dem,52.47113402
h4896,electricity,dem,49.27319588
h4897,electricity,dem,47.21134021
h4898,electricity,dem,46.1371134
h4899,electricity,dem,46.10206186
h4900,electricity,dem,47.02164948
h4901,electricity,dem,49.94536082
h4902,electricity,dem,57.1628866
h4903,electricity,dem,63.20103093
h4904,electricity,dem,66.81752577
h4905,electricity,dem,68.01443299
h4906,electricity,dem,69.84123711
h4907,electricity,dem,71.17938144
h4908,electricity,dem,70.5371134
h4909,electricity,dem,68.87835052
h4910,electricity,dem,67.13917526
h4911,electricity,dem,65.84948454
h4912,electricity,dem,64.6371134
h4913,electricity,dem,64.17628866
h4914,electricity,dem,63.30721649
h4915,electricity,dem,61.96597938
h4916,electricity,dem,59.48659794
h4917,electricity,dem,58.03195876
h4918,electricity,dem,55.83402062
h4919,electricity,dem,51.88247423
h4920,electricity,dem,48.34020619
h4921,electricity,dem,46.17216495
h4922,electricity,dem,44.65876289
h4923,electricity,dem,43.99793814
h4924,electricity,dem,43.95360825
h4925,electricity,dem,43.93402062
h4926,electricity,dem,45.79278351
h4927,electricity,dem,49.16804124
h4928,electricity,dem,53.44639175
h4929,electricity,dem,56.77113402
h4930,electricity,dem,58.52680412
h4931,electricity,dem,59.76907216
h4932,electricity,dem,58.45670103
h4933,electricity,dem,56.60309278
h4934,electricity,dem,55.2742268
h4935,electricity,dem,54.12371134
h4936,electricity,dem,53.74845361
h4937,electricity,dem,53.75876289
h4938,electricity,dem,53.60515464
h4939,electricity,dem,52.60206186
h4940,electricity,dem,50.2814433
h4941,electricity,dem,49.21649485
h4942,electricity,dem,47.93608247
h4943,electricity,dem,44.92061856
h4944,electricity,dem,42.05670103
h4945,electricity,dem,40.10927835
h4946,electricity,dem,38.96804124
h4947,electricity,dem,38.3556701
h4948,electricity,dem,38.13195876
h4949,electricity,dem,37.84845361
h4950,electricity,dem,38.27113402
h4951,electricity,dem,40.72783505
h4952,electricity,dem,44.29690722
h4953,electricity,dem,47.22164948
h4954,electricity,dem,49.35463918
h4955,electricity,dem,51.33608247
h4956,electricity,dem,51.09072165
h4957,electricity,dem,49.05773196
h4958,electricity,dem,47.81443299
h4959,electricity,dem,46.86804124
h4960,electricity,dem,46.33608247
h4961,electricity,dem,47.31649485
h4962,electricity,dem,48.5257732
h4963,electricity,dem,48.99175258
h4964,electricity,dem,48.56082474
h4965,electricity,dem,48.74845361
h4966,electricity,dem,48.17216495
h4967,electricity,dem,44.99690722
h4968,electricity,dem,42.52268041
h4969,electricity,dem,40.88453608
h4970,electricity,dem,40.15670103
h4971,electricity,dem,40.43505155
h4972,electricity,dem,41.95773196
h4973,electricity,dem,46.06391753
h4974,electricity,dem,54.10103093
h4975,electricity,dem,60.71237113
h4976,electricity,dem,64.64742268
h4977,electricity,dem,66.43195876
h4978,electricity,dem,68.56391753
h4979,electricity,dem,70.33814433
h4980,electricity,dem,69.35876289
h4981,electricity,dem,68.47835052
h4982,electricity,dem,67.30103093
h4983,electricity,dem,66.31443299
h4984,electricity,dem,64.83402062
h4985,electricity,dem,64.2742268
h4986,electricity,dem,63.63814433
h4987,electricity,dem,62.45773196
h4988,electricity,dem,59.56494845
h4989,electricity,dem,57.9742268
h4990,electricity,dem,55.38865979
h4991,electricity,dem,50.61649485
h4992,electricity,dem,47.21443299
h4993,electricity,dem,45.47319588
h4994,electricity,dem,44.58350515
h4995,electricity,dem,44.61958763
h4996,electricity,dem,45.64329897
h4997,electricity,dem,48.90103093
h4998,electricity,dem,56.0371134
h4999,electricity,dem,62.28969072
h5000,electricity,dem,65.81237113
h5001,electricity,dem,67.64123711
h5002,electricity,dem,69.64536082
h5003,electricity,dem,70.92989691
h5004,electricity,dem,70.06907216
h5005,electricity,dem,68.95979381
h5006,electricity,dem,67.90103093
h5007,electricity,dem,66.57216495
h5008,electricity,dem,64.94329897
h5009,electricity,dem,64.42783505
h5010,electricity,dem,63.63505155
h5011,electricity,dem,62.62680412
h5012,electricity,dem,59.7185567
h5013,electricity,dem,58.12886598
h5014,electricity,dem,55.17731959
h5015,electricity,dem,50.51958763
h5016,electricity,dem,47.36804124
h5017,electricity,dem,45.71237113
h5018,electricity,dem,44.69690722
h5019,electricity,dem,44.76701031
h5020,electricity,dem,45.87216495
h5021,electricity,dem,48.96907216
h5022,electricity,dem,55.98247423
h5023,electricity,dem,62.1443299
h5024,electricity,dem,65.65360825
h5025,electricity,dem,67.1371134
h5026,electricity,dem,68.85051546
h5027,electricity,dem,70.29690722
h5028,electricity,dem,69.35154639
h5029,electricity,dem,68.46391753
h5030,electricity,dem,67.03195876
h5031,electricity,dem,65.84020619
h5032,electricity,dem,64.21649485
h5033,electricity,dem,63.98556701
h5034,electricity,dem,63.37525773
h5035,electricity,dem,62.3742268
h5036,electricity,dem,59.54329897
h5037,electricity,dem,58.29175258
h5038,electricity,dem,55.44639175
h5039,electricity,dem,51.01649485
h5040,electricity,dem,48.02989691
h5041,electricity,dem,46.07835052
h5042,electricity,dem,44.95773196
h5043,electricity,dem,44.97731959
h5044,electricity,dem,46.02680412
h5045,electricity,dem,49.15670103
h5046,electricity,dem,55.80412371
h5047,electricity,dem,61.90309278
h5048,electricity,dem,65.52989691
h5049,electricity,dem,67.0371134
h5050,electricity,dem,68.68041237
h5051,electricity,dem,70.13814433
h5052,electricity,dem,69.31237113
h5053,electricity,dem,68.22783505
h5054,electricity,dem,67.17628866
h5055,electricity,dem,65.94123711
h5056,electricity,dem,64.26082474
h5057,electricity,dem,63.65876289
h5058,electricity,dem,62.97319588
h5059,electricity,dem,61.81958763
h5060,electricity,dem,59.22989691
h5061,electricity,dem,57.93917526
h5062,electricity,dem,55.07525773
h5063,electricity,dem,50.58041237
h5064,electricity,dem,47.19690722
h5065,electricity,dem,45.12886598
h5066,electricity,dem,43.97216495
h5067,electricity,dem,44.03608247
h5068,electricity,dem,45.37731959
h5069,electricity,dem,48.53298969
h5070,electricity,dem,55.3185567
h5071,electricity,dem,61.15979381
h5072,electricity,dem,64.91546392
h5073,electricity,dem,66.21443299
h5074,electricity,dem,67.79690722
h5075,electricity,dem,68.55360825
h5076,electricity,dem,67.62371134
h5077,electricity,dem,65.88556701
h5078,electricity,dem,64.02371134
h5079,electricity,dem,62.63092784
h5080,electricity,dem,61.3556701
h5081,electricity,dem,60.77113402
h5082,electricity,dem,59.89381443
h5083,electricity,dem,58.58556701
h5084,electricity,dem,56.2556701
h5085,electricity,dem,55.15876289
h5086,electricity,dem,52.77525773
h5087,electricity,dem,48.73917526
h5088,electricity,dem,45.41546392
h5089,electricity,dem,42.99587629
h5090,electricity,dem,41.56701031
h5091,electricity,dem,41.01546392
h5092,electricity,dem,41.06494845
h5093,electricity,dem,41.48969072
h5094,electricity,dem,43.32783505
h5095,electricity,dem,46.95360825
h5096,electricity,dem,51.17010309
h5097,electricity,dem,54.28556701
h5098,electricity,dem,55.91649485
h5099,electricity,dem,56.66907216
h5100,electricity,dem,55.12061856
h5101,electricity,dem,53.4742268
h5102,electricity,dem,52.54536082
h5103,electricity,dem,51.59072165
h5104,electricity,dem,50.90412371
h5105,electricity,dem,51.57319588
h5106,electricity,dem,51.58659794
h5107,electricity,dem,50.80927835
h5108,electricity,dem,48.86597938
h5109,electricity,dem,48.50206186
h5110,electricity,dem,47.08350515
h5111,electricity,dem,43.73608247
h5112,electricity,dem,40.6185567
h5113,electricity,dem,38.69587629
h5114,electricity,dem,37.41134021
h5115,electricity,dem,36.60206186
h5116,electricity,dem,36.43195876
h5117,electricity,dem,36.47216495
h5118,electricity,dem,37.00824742
h5119,electricity,dem,39.45463918
h5120,electricity,dem,43.11752577
h5121,electricity,dem,46.24226804
h5122,electricity,dem,48.57319588
h5123,electricity,dem,50.60103093
h5124,electricity,dem,50.15773196
h5125,electricity,dem,48.71649485
h5126,electricity,dem,47.29072165
h5127,electricity,dem,46.58041237
h5128,electricity,dem,46.2185567
h5129,electricity,dem,47.17938144
h5130,electricity,dem,48.3
h5131,electricity,dem,48.71958763
h5132,electricity,dem,48.40103093
h5133,electricity,dem,49.1556701
h5134,electricity,dem,48.73814433
h5135,electricity,dem,45.20309278
h5136,electricity,dem,42.61546392
h5137,electricity,dem,40.95979381
h5138,electricity,dem,40.12989691
h5139,electricity,dem,40.27319588
h5140,electricity,dem,41.56391753
h5141,electricity,dem,45.25670103
h5142,electricity,dem,53.07628866
h5143,electricity,dem,59.58969072
h5144,electricity,dem,63.85257732
h5145,electricity,dem,66.03505155
h5146,electricity,dem,68.2443299
h5147,electricity,dem,69.97113402
h5148,electricity,dem,69.38350515
h5149,electricity,dem,68.83608247
h5150,electricity,dem,67.73814433
h5151,electricity,dem,66.71340206
h5152,electricity,dem,65.11958763
h5153,electricity,dem,64.32268041
h5154,electricity,dem,63.31237113
h5155,electricity,dem,62.21134021
h5156,electricity,dem,59.7443299
h5157,electricity,dem,58.94845361
h5158,electricity,dem,55.92989691
h5159,electricity,dem,51.44639175
h5160,electricity,dem,48.06391753
h5161,electricity,dem,46.02268041
h5162,electricity,dem,44.74226804
h5163,electricity,dem,44.53298969
h5164,electricity,dem,45.5185567
h5165,electricity,dem,48.95979381
h5166,electricity,dem,55.77010309
h5167,electricity,dem,61.95876289
h5168,electricity,dem,65.95360825
h5169,electricity,dem,67.64948454
h5170,electricity,dem,69.58453608
h5171,electricity,dem,71.30721649
h5172,electricity,dem,70.67835052
h5173,electricity,dem,70.00309278
h5174,electricity,dem,68.58041237
h5175,electricity,dem,67.25257732
h5176,electricity,dem,65.55979381
h5177,electricity,dem,64.86082474
h5178,electricity,dem,64.30618557
h5179,electricity,dem,62.7257732
h5180,electricity,dem,60.0556701
h5181,electricity,dem,58.85051546
h5182,electricity,dem,55.46391753
h5183,electricity,dem,50.92886598
h5184,electricity,dem,47.53402062
h5185,electricity,dem,45.51134021
h5186,electricity,dem,44.44742268
h5187,electricity,dem,44.35154639
h5188,electricity,dem,45.47628866
h5189,electricity,dem,48.73917526
h5190,electricity,dem,55.27113402
h5191,electricity,dem,61.1556701
h5192,electricity,dem,64.81649485
h5193,electricity,dem,66.29587629
h5194,electricity,dem,68.05876289
h5195,electricity,dem,69.79587629
h5196,electricity,dem,69.29381443
h5197,electricity,dem,68.4443299
h5198,electricity,dem,67.40927835
h5199,electricity,dem,65.9628866
h5200,electricity,dem,64.20618557
h5201,electricity,dem,63.54123711
h5202,electricity,dem,62.83917526
h5203,electricity,dem,61.72268041
h5204,electricity,dem,59.34536082
h5205,electricity,dem,58.73092784
h5206,electricity,dem,55.79484536
h5207,electricity,dem,51.23917526
h5208,electricity,dem,47.89484536
h5209,electricity,dem,45.96907216
h5210,electricity,dem,44.96185567
h5211,electricity,dem,44.9628866
h5212,electricity,dem,46.05773196
h5213,electricity,dem,49.17835052
h5214,electricity,dem,55.66082474
h5215,electricity,dem,61.65876289
h5216,electricity,dem,65.3185567
h5217,electricity,dem,67.19484536
h5218,electricity,dem,69.15360825
h5219,electricity,dem,70.8185567
h5220,electricity,dem,70.27835052
h5221,electricity,dem,69.52474227
h5222,electricity,dem,68.35154639
h5223,electricity,dem,67.16597938
h5224,electricity,dem,65.59072165
h5225,electricity,dem,65.02061856
h5226,electricity,dem,64.16082474
h5227,electricity,dem,63.04536082
h5228,electricity,dem,60.53608247
h5229,electricity,dem,59.68453608
h5230,electricity,dem,56.76185567
h5231,electricity,dem,52.16185567
h5232,electricity,dem,48.86701031
h5233,electricity,dem,46.60927835
h5234,electricity,dem,45.53505155
h5235,electricity,dem,45.35979381
h5236,electricity,dem,46.15360825
h5237,electricity,dem,49.25876289
h5238,electricity,dem,55.60515464
h5239,electricity,dem,61.77010309
h5240,electricity,dem,65.54020619
h5241,electricity,dem,67.63092784
h5242,electricity,dem,69.67628866
h5243,electricity,dem,70.84123711
h5244,electricity,dem,69.61030928
h5245,electricity,dem,68.02061856
h5246,electricity,dem,66.30927835
h5247,electricity,dem,64.8257732
h5248,electricity,dem,63.67319588
h5249,electricity,dem,62.96185567
h5250,electricity,dem,61.85979381
h5251,electricity,dem,60.56597938
h5252,electricity,dem,57.64226804
h5253,electricity,dem,56.76391753
h5254,electricity,dem,53.99175258
h5255,electricity,dem,50.11649485
h5256,electricity,dem,46.84123711
h5257,electricity,dem,44.64123711
h5258,electricity,dem,43.29484536
h5259,electricity,dem,42.82061856
h5260,electricity,dem,42.77525773
h5261,electricity,dem,43.41237113
h5262,electricity,dem,45.21340206
h5263,electricity,dem,48.70206186
h5264,electricity,dem,52.6556701
h5265,electricity,dem,55.91958763
h5266,electricity,dem,57.85876289
h5267,electricity,dem,58.78247423
h5268,electricity,dem,57.49484536
h5269,electricity,dem,55.78350515
h5270,electricity,dem,54.37938144
h5271,electricity,dem,53.53092784
h5272,electricity,dem,52.8628866
h5273,electricity,dem,52.97835052
h5274,electricity,dem,52.83917526
h5275,electricity,dem,52.19587629
h5276,electricity,dem,50.21649485
h5277,electricity,dem,49.90618557
h5278,electricity,dem,48.10824742
h5279,electricity,dem,44.87010309
h5280,electricity,dem,42.12164948
h5281,electricity,dem,40.10927835
h5282,electricity,dem,38.84742268
h5283,electricity,dem,38.17010309
h5284,electricity,dem,38.16701031
h5285,electricity,dem,38.2628866
h5286,electricity,dem,38.60309278
h5287,electricity,dem,40.95876289
h5288,electricity,dem,44.3371134
h5289,electricity,dem,47.52886598
h5290,electricity,dem,49.79175258
h5291,electricity,dem,51.89072165
h5292,electricity,dem,51.48350515
h5293,electricity,dem,49.8628866
h5294,electricity,dem,48.8257732
h5295,electricity,dem,48.25257732
h5296,electricity,dem,47.80721649
h5297,electricity,dem,48.86185567
